z,coarse,medium,fine 
16.66,-0.0054887,0.00048582,-0.019801
16.8,-0.0054076,0.00047645,-0.020445
16.94,-0.0053265,0.00046709,-0.020926
17.08,-0.0053129,0.00045385,-0.021241
17.22,-0.00535,0.00043771,-0.021431
17.36,-0.0053871,0.00042157,-0.021538
17.5,-0.0054242,0.00040542,-0.021623
17.64,-0.0054613,0.00035662,-0.021844
17.78,-0.0054983,0.00030782,-0.022117
17.92,-0.0055354,0.00025901,-0.022582
18.06,-0.0055353,0.00015305,-0.023154
18.2,-0.0054855,-2.9136e-05,-0.023867
18.34,-0.0054358,-0.00021132,-0.024718
18.48,-0.005386,-0.00039351,-0.025644
18.62,-0.0053362,-0.00065711,-0.026717
18.76,-0.0052865,-0.00093428,-0.027816
18.9,-0.0052367,-0.0012114,-0.028931
19.04,-0.0051619,-0.0014948,-0.03002
19.18,-0.0050243,-0.0017938,-0.031044
19.32,-0.0048868,-0.0020927,-0.032012
19.46,-0.0047493,-0.0023917,-0.032925
19.6,-0.0046118,-0.0026192,-0.033749
19.74,-0.0044742,-0.0028182,-0.034536
19.88,-0.0043367,-0.0030172,-0.035268
20.02,-0.0042114,-0.0031844,-0.035985
20.16,-0.0041598,-0.0031614,-0.03664
20.3,-0.0041082,-0.0031383,-0.037235
20.44,-0.0040566,-0.0031152,-0.037723
20.58,-0.004005,-0.0029973,-0.038097
20.72,-0.0039534,-0.0028081,-0.038385
20.86,-0.0039018,-0.0026189,-0.038608
21,-0.0038501,-0.0024297,-0.038814
21.14,-0.0040987,-0.0022082,-0.038989
21.28,-0.0043473,-0.0019867,-0.039112
21.42,-0.0045959,-0.0017652,-0.039049
21.56,-0.0048445,-0.0015221,-0.038871
21.7,-0.0050931,-0.0012501,-0.038541
21.84,-0.0053417,-0.00097809,-0.038136
21.98,-0.0055903,-0.0007061,-0.03769
22.12,-0.0057475,-0.00040454,-0.037359
22.26,-0.0058896,-9.8047e-05,-0.037067
22.4,-0.0060317,0.00020844,-0.037047
22.54,-0.0061738,0.00050581,-0.03709
22.68,-0.0063158,0.00078036,-0.037291
22.82,-0.0064579,0.0010549,-0.03759
22.96,-0.0066,0.0013295,-0.037988
23.1,-0.0067093,0.0015516,-0.038395
23.24,-0.0068054,0.0017528,-0.038806
23.38,-0.0069016,0.0019541,-0.039116
23.52,-0.0069977,0.0021325,-0.039416
23.66,-0.0070939,0.0021744,-0.039705
23.8,-0.0071901,0.0022162,-0.039989
23.94,-0.0072862,0.0022581,-0.040264
24.08,-0.0073784,0.0021726,-0.040471
24.22,-0.0074677,0.0019916,-0.040625
24.36,-0.007557,0.0018105,-0.040583
24.5,-0.0076462,0.0016295,-0.040489
24.64,-0.0077355,0.0014473,-0.040159
24.78,-0.0078247,0.001265,-0.039823
24.92,-0.007914,0.0010828,-0.039464
25.06,-0.0080115,0.00096615,-0.039086
25.2,-0.0081201,0.00093699,-0.038686
25.34,-0.0082287,0.00090783,-0.038173
25.48,-0.0083372,0.00087867,-0.037598
25.62,-0.0084458,0.00091331,-0.037046
25.76,-0.0085544,0.00095859,-0.036503
25.9,-0.0086629,0.0010039,-0.036012
26.04,-0.0087147,0.0010136,-0.035538
26.18,-0.0086245,0.00093437,-0.035107
26.32,-0.0085343,0.00085516,-0.034679
26.46,-0.0084442,0.00077596,-0.034252
26.6,-0.008354,0.00069405,-0.033841
26.74,-0.0082638,0.00061106,-0.033437
26.88,-0.0081737,0.00052807,-0.033003
27.02,-0.0080686,0.00047031,-0.032581
27.16,-0.0078746,0.00056389,-0.032244
27.3,-0.0076806,0.00065748,-0.031941
27.44,-0.0074866,0.00075107,-0.031703
27.58,-0.0072926,0.00090205,-0.031469
27.72,-0.0070985,0.0010961,-0.031239
27.86,-0.0069045,0.0012901,-0.031044
28,-0.0067105,0.0014841,-0.030858
28.14,-0.006635,0.0014839,-0.030671
28.28,-0.0065594,0.0014837,-0.030447
28.42,-0.0064839,0.0014835,-0.030094
28.56,-0.0064083,0.0013569,-0.029713
28.7,-0.0063328,0.0010618,-0.029296
28.84,-0.0062573,0.00076669,-0.028779
28.98,-0.0061817,0.00047159,-0.028206
29.12,-0.0059854,0.00028864,-0.027541
29.26,-0.005769,0.00012437,-0.026863
29.4,-0.0055526,-3.9894e-05,-0.026218
29.54,-0.0053362,-0.00021897,-0.025546
29.68,-0.0051198,-0.00043507,-0.024807
29.82,-0.0049034,-0.00065117,-0.024088
29.96,-0.004687,-0.00086726,-0.02339
30.1,-0.0042865,-0.0011108,-0.022618
30.24,-0.0038125,-0.0013653,-0.021817
30.38,-0.0033384,-0.0016198,-0.021211
30.52,-0.0028643,-0.0018433,-0.020681
30.66,-0.0023903,-0.0018806,-0.02051
30.8,-0.0019162,-0.0019178,-0.020436
30.94,-0.0014422,-0.0019551,-0.020537
31.08,-0.0010603,-0.0019426,-0.020661
31.22,-0.00074751,-0.0018928,-0.020802
31.36,-0.00043476,-0.0018431,-0.020899
31.5,-0.00012201,-0.0017933,-0.020985
31.64,0.00019074,-0.0017386,-0.020932
31.78,0.00050349,-0.0016839,-0.020877
31.92,0.00081624,-0.0016292,-0.02081
32.06,0.0010516,-0.0015297,-0.02086
32.2,0.0011839,-0.0013705,-0.021067
32.34,0.0013162,-0.0012113,-0.021321
32.48,0.0014485,-0.0010521,-0.021601
32.62,0.0015807,-0.0011002,-0.02173
32.76,0.001713,-0.0011829,-0.021819
32.9,0.0018453,-0.0012655,-0.021722
33.04,0.0019385,-0.0013731,-0.0216
33.18,0.0019341,-0.0015427,-0.021412
33.32,0.0019298,-0.0017123,-0.021198
33.46,0.0019254,-0.001882,-0.020956
33.6,0.001921,-0.0020615,-0.020508
33.74,0.0019166,-0.0022448,-0.019978
33.88,0.0019122,-0.0024282,-0.019427
34.02,0.0019063,-0.002622,-0.018888
34.16,0.0018912,-0.0028782,-0.018433
34.3,0.0018761,-0.0031343,-0.017953
34.44,0.001861,-0.0033905,-0.017428
34.58,0.0018458,-0.0035328,-0.017122
34.72,0.0018307,-0.0035899,-0.01698
34.86,0.0018156,-0.0036469,-0.016949
35,0.0018005,-0.0037039,-0.016948
35.14,0.0017992,-0.0037985,-0.016867
35.28,0.0017979,-0.0038931,-0.016764
35.42,0.0017967,-0.0039877,-0.016584
35.56,0.0017954,-0.0040662,-0.016449
35.7,0.0017941,-0.004123,-0.016372
35.84,0.0017929,-0.0041799,-0.016384
35.98,0.0017916,-0.0042368,-0.016446
36.12,0.0017871,-0.0041556,-0.016523
36.26,0.0017821,-0.0040513,-0.016595
36.4,0.0017771,-0.003947,-0.016578
36.54,0.0017721,-0.0038706,-0.016586
36.68,0.0017671,-0.003864,-0.01666
36.82,0.0017622,-0.0038574,-0.016726
36.96,0.0017572,-0.0038509,-0.016783
37.1,0.0018607,-0.003911,-0.01667
37.24,0.0020077,-0.0039978,-0.01649
37.38,0.0021547,-0.0040846,-0.01623
37.52,0.0023017,-0.0041401,-0.015925
37.66,0.0024487,-0.0040077,-0.015382
37.8,0.0025957,-0.0038754,-0.014868
37.94,0.0027427,-0.003743,-0.014407
38.08,0.0027474,-0.0037091,-0.013847
38.22,0.0026455,-0.0037489,-0.013214
38.36,0.0025435,-0.0037888,-0.012763
38.5,0.0024415,-0.0038287,-0.012361
38.64,0.0023395,-0.0037457,-0.012029
38.78,0.0022376,-0.0036628,-0.011765
38.92,0.0021356,-0.0035798,-0.011752
39.06,0.002094,-0.003484,-0.011854
39.2,0.0021331,-0.0033711,-0.012107
39.34,0.0021721,-0.0032581,-0.012305
39.48,0.0022111,-0.0031452,-0.012473
39.62,0.0022501,-0.0030876,-0.012573
39.76,0.0022892,-0.0030393,-0.01265
39.9,0.0023282,-0.0029909,-0.012581
40.04,0.0023517,-0.0029422,-0.01258
40.18,0.0023362,-0.0028927,-0.012749
40.32,0.0023208,-0.0028432,-0.012751
40.46,0.0023053,-0.0027937,-0.012584
40.6,0.0022899,-0.0025687,-0.012562
40.74,0.0022744,-0.0022736,-0.012599
40.88,0.0022589,-0.0019784,-0.012663
41.02,0.0021867,-0.0016852,-0.012735
41.16,0.0017737,-0.0014043,-0.012844
41.3,0.0013607,-0.0011234,-0.013051
41.44,0.00094764,-0.00084253,-0.013438
41.58,0.00053463,-0.00060991,-0.01393
41.72,0.00012162,-0.00041349,-0.014502
41.86,-0.0002914,-0.00021707,-0.014981
42,-0.00070443,-2.0651e-05,-0.015435
42.14,-0.00078357,0.00029025,-0.015815
42.28,-0.00086271,0.00060116,-0.01617
42.42,-0.00094185,0.00091206,-0.016436
42.56,-0.001021,0.0013562,-0.016688
42.7,-0.0011001,0.0019779,-0.016922
42.84,-0.0011793,0.0025997,-0.016181
42.98,-0.0012584,0.0032214,-0.014897
43.12,-0.001341,0.0034208,-0.01501
43.26,-0.0014241,0.0035498,-0.015355
43.4,-0.0015073,0.0036787,-0.015701
43.54,-0.0015904,0.0038077,-0.016046
43.68,-0.0016736,0.0039366,-0.016391
43.82,-0.0017567,0.0040655,-0.016737
43.96,-0.0018399,0.0041945,-0.017082
44.1,-0.001923,0.0043731,-0.017
44.24,-0.0020062,0.0045715,-0.016746
44.38,-0.0020893,0.00477,-0.016493
44.52,-0.0021725,0.0049684,-0.016239
44.66,-0.0022556,0.0051669,-0.015986
44.8,-0.0023388,0.0053653,-0.015732
44.94,-0.0024219,0.0055638,-0.015479
45.08,-0.0025482,0.0058034,-0.014869
45.22,-0.0027069,0.006074,-0.013991
45.36,-0.0028657,0.0063446,-0.013113
45.5,-0.0030244,0.0066152,-0.012236
45.64,-0.0031831,0.0068857,-0.011358
45.78,-0.0033418,0.0071563,-0.01048
45.92,-0.0035005,0.0074269,-0.0096028
46.06,-0.0036592,0.0076508,-0.0090006
46.2,-0.0038179,0.0078124,-0.0087656
46.34,-0.0039766,0.007974,-0.0085307
46.48,-0.0041353,0.0081356,-0.0082958
46.62,-0.004294,0.0082972,-0.0080609
46.76,-0.0044527,0.0084588,-0.007826
46.9,-0.0046114,0.0086204,-0.0075911
47.04,-0.0047117,0.0088318,-0.007248
47.18,-0.0046658,0.0091673,-0.0066348
47.32,-0.00462,0.0095028,-0.0060216
47.46,-0.0045741,0.0098384,-0.0054084
47.6,-0.0045283,0.010174,-0.0047951
47.74,-0.0044824,0.010509,-0.0041819
47.88,-0.0044366,0.010845,-0.0035687
48.02,-0.0043907,0.011171,-0.0031188
48.16,-0.0043449,0.011443,-0.0036487
48.3,-0.004299,0.011714,-0.0041787
48.44,-0.0042532,0.011986,-0.0047086
48.58,-0.0042073,0.012257,-0.0052385
48.72,-0.0041615,0.012529,-0.0057684
48.86,-0.0041156,0.0128,-0.0062984
49,-0.0040698,0.013072,-0.0068283
49.14,-0.0039084,0.013224,-0.0071308
49.28,-0.0037471,0.013376,-0.0074334
49.42,-0.0035857,0.013528,-0.0077359
49.56,-0.0034244,0.013681,-0.0080384
49.7,-0.0032631,0.013833,-0.008341
49.84,-0.0031017,0.013985,-0.0086435
49.98,-0.0029404,0.014137,-0.008946
50.12,-0.002779,0.014153,-0.0089212
50.26,-0.0026177,0.014147,-0.0088418
50.4,-0.0024563,0.01414,-0.0087624
50.54,-0.002295,0.014134,-0.008683
50.68,-0.0021337,0.014128,-0.0086035
50.82,-0.0019723,0.014121,-0.0085241
50.96,-0.001811,0.014115,-0.0084447
51.1,-0.0018133,0.014271,-0.0083771
51.24,-0.001881,0.014491,-0.0083143
51.38,-0.0019488,0.014712,-0.0082515
51.52,-0.0020165,0.014933,-0.0081886
51.66,-0.0020843,0.015154,-0.0081258
51.8,-0.002152,0.015375,-0.008063
51.94,-0.0022198,0.015596,-0.0080001
52.08,-0.0022875,0.015723,-0.0077837
52.22,-0.0023553,0.015779,-0.0074519
52.36,-0.002423,0.015836,-0.0071202
52.5,-0.0024908,0.015893,-0.0067885
52.64,-0.0025585,0.015949,-0.0064568
52.78,-0.0026263,0.016006,-0.0061251
52.92,-0.002694,0.016063,-0.0057934
53.06,-0.0027669,0.016129,-0.0054504
53.2,-0.0028466,0.016207,-0.0050925
53.34,-0.0029263,0.016286,-0.0047345
53.48,-0.003006,0.016365,-0.0043766
53.62,-0.0030856,0.016443,-0.0040187
53.76,-0.0031653,0.016522,-0.0036607
53.9,-0.003245,0.016601,-0.0033028
54.04,-0.0033247,0.016631,-0.0030216
54.18,-0.0034043,0.016538,-0.0029324
54.32,-0.003484,0.016446,-0.0028432
54.46,-0.0035637,0.016354,-0.002754
54.6,-0.0036434,0.016261,-0.0026648
54.74,-0.0037231,0.016169,-0.0025755
54.88,-0.0038027,0.016077,-0.0024863
55.02,-0.0038884,0.015983,-0.0024106
55.16,-0.0040097,0.015883,-0.0024158
55.3,-0.0041311,0.015782,-0.0024211
55.44,-0.0042524,0.015681,-0.0024263
55.58,-0.0043738,0.01558,-0.0024315
55.72,-0.0044951,0.015479,-0.0024368
55.86,-0.0046165,0.015379,-0.002442
56,-0.0047379,0.015278,-0.0024472
56.14,-0.0048592,0.015262,-0.002055
56.28,-0.0049806,0.015246,-0.0016627
56.42,-0.0051019,0.015231,-0.0012705
56.56,-0.0052233,0.015215,-0.00087824
56.7,-0.0053446,0.015199,-0.00048599
56.84,-0.005466,0.015183,-9.3747e-05
56.98,-0.0055873,0.015168,0.0002985
57.12,-0.0056227,0.015192,0.00084082
57.26,-0.0056438,0.015223,0.0014081
57.4,-0.0056648,0.015254,0.0019754
57.54,-0.0056858,0.015285,0.0025427
57.68,-0.0057069,0.015316,0.00311
57.82,-0.0057279,0.015347,0.0036774
57.96,-0.005749,0.015379,0.0042447
58.1,-0.00577,0.015395,0.0046664
58.24,-0.0057911,0.015406,0.0050299
58.38,-0.0058121,0.015416,0.0053934
58.52,-0.0058331,0.015427,0.0057569
58.66,-0.0058542,0.015437,0.0061205
58.8,-0.0058752,0.015448,0.006484
58.94,-0.0058963,0.015458,0.0068475
59.08,-0.0059569,0.015493,0.0069945
59.22,-0.0060471,0.015546,0.0069792
59.36,-0.0061374,0.015599,0.0069639
59.5,-0.0062277,0.015652,0.0069487
59.64,-0.0063179,0.015705,0.0069334
59.78,-0.0064082,0.015758,0.0069181
59.92,-0.0064985,0.015811,0.0069028
60.06,-0.0065888,0.016004,0.0067964
60.2,-0.006679,0.016385,0.0065687
60.34,-0.0067693,0.016767,0.0063409
60.48,-0.0068596,0.017148,0.0061132
60.62,-0.0069498,0.017529,0.0058854
60.76,-0.0070401,0.01791,0.0056577
60.9,-0.0071304,0.018291,0.0054299
61.04,-0.0072353,0.018617,0.005216
61.18,-0.0073769,0.018802,0.0050368
61.32,-0.0075185,0.018987,0.0048575
61.46,-0.0076601,0.019172,0.0046783
61.6,-0.0078016,0.019357,0.004499
61.74,-0.0079432,0.019542,0.0043197
61.88,-0.0080848,0.019727,0.0041405
62.02,-0.0082264,0.019901,0.0040327
62.16,-0.008368,0.020008,0.0043538
62.3,-0.0085096,0.020116,0.0046748
62.44,-0.0086512,0.020224,0.0049959
62.58,-0.0087928,0.020331,0.0053169
62.72,-0.0089343,0.020439,0.005638
62.86,-0.0090759,0.020547,0.0059591
63,-0.0092175,0.020654,0.0062801
63.14,-0.0094971,0.020906,0.0072438
63.28,-0.0097767,0.021158,0.0082075
63.42,-0.010056,0.02141,0.0091712
63.56,-0.010336,0.021662,0.010135
63.7,-0.010615,0.021914,0.011099
63.84,-0.010895,0.022166,0.012062
63.98,-0.011175,0.022418,0.013026
64.12,-0.011454,0.022397,0.013411
64.26,-0.011734,0.02233,0.0137
64.4,-0.012013,0.022263,0.013988
64.54,-0.012293,0.022195,0.014277
64.68,-0.012573,0.022128,0.014566
64.82,-0.012852,0.022061,0.014855
64.96,-0.013132,0.021994,0.015143
65.1,-0.013433,0.021992,0.015231
65.24,-0.013744,0.022016,0.015239
65.38,-0.014054,0.02204,0.015247
65.52,-0.014365,0.022064,0.015255
65.66,-0.014675,0.022088,0.015263
65.8,-0.014986,0.022111,0.015271
65.94,-0.015296,0.022135,0.015279
66.08,-0.015606,0.022321,0.014885
66.22,-0.015917,0.022629,0.014189
66.36,-0.016227,0.022937,0.013493
66.5,-0.016538,0.023245,0.012797
66.64,-0.016848,0.023553,0.012101
66.78,-0.017158,0.02386,0.011404
66.92,-0.017469,0.024168,0.010708
67.06,-0.017655,0.024494,0.0099089
67.2,-0.017675,0.024844,0.0089715
67.34,-0.017694,0.025193,0.0080341
67.48,-0.017714,0.025543,0.0070966
67.62,-0.017734,0.025893,0.0061592
67.76,-0.017754,0.026242,0.0052218
67.9,-0.017774,0.026592,0.0042843
68.04,-0.017794,0.026867,0.0035115
68.18,-0.017813,0.026955,0.0031505
68.32,-0.017833,0.027043,0.0027894
68.46,-0.017853,0.027131,0.0024283
68.6,-0.017873,0.027219,0.0020672
68.74,-0.017893,0.027307,0.0017062
68.88,-0.017913,0.027396,0.0013451
69.02,-0.017928,0.02742,0.00097666
69.16,-0.017916,0.027062,0.00056413
69.3,-0.017904,0.026705,0.0001516
69.44,-0.017892,0.026347,-0.00026095
69.58,-0.01788,0.02599,-0.00067348
69.72,-0.017868,0.025632,-0.001086
69.86,-0.017855,0.025275,-0.0014985
70,-0.017843,0.024917,-0.0019111
70.14,-0.017831,0.024605,-0.0017398
70.28,-0.017819,0.024293,-0.0015685
70.42,-0.017807,0.023982,-0.0013972
70.56,-0.017795,0.02367,-0.0012259
70.7,-0.017783,0.023358,-0.0010546
70.84,-0.017771,0.023046,-0.00088335
70.98,-0.017759,0.022734,-0.00071207
71.12,-0.017622,0.022749,-0.00069177
71.26,-0.017465,0.022819,-0.00069665
71.4,-0.017307,0.022889,-0.00070153
71.54,-0.01715,0.022959,-0.00070641
71.68,-0.016992,0.023029,-0.00071129
71.82,-0.016835,0.023099,-0.00071616
71.96,-0.016677,0.023169,-0.00072104
72.1,-0.016519,0.023145,-0.00076657
72.24,-0.016362,0.023082,-0.00082834
72.38,-0.016204,0.02302,-0.00089012
72.52,-0.016047,0.022958,-0.0009519
72.66,-0.015889,0.022895,-0.0010137
72.8,-0.015732,0.022833,-0.0010755
72.94,-0.015574,0.022771,-0.0011372
73.08,-0.015426,0.022599,-0.00096867
73.22,-0.015285,0.022347,-0.00062738
73.36,-0.015144,0.022094,-0.00028608
73.5,-0.015003,0.021841,5.521e-05
73.64,-0.014862,0.021589,0.0003965
73.78,-0.01472,0.021336,0.0007378
73.92,-0.014579,0.021083,0.0010791
74.06,-0.014438,0.020933,0.0013805
74.2,-0.014297,0.02092,0.0016288
74.34,-0.014156,0.020907,0.001877
74.48,-0.014015,0.020895,0.0021252
74.62,-0.013874,0.020882,0.0023735
74.76,-0.013732,0.020869,0.0026217
74.9,-0.013591,0.020856,0.00287
75.04,-0.013468,0.020814,0.0029694
75.18,-0.013388,0.020699,0.002697
75.32,-0.013308,0.020585,0.0024246
75.46,-0.013229,0.02047,0.0021522
75.6,-0.013149,0.020355,0.0018798
75.74,-0.01307,0.020241,0.0016073
75.88,-0.01299,0.020126,0.0013349
76.02,-0.01291,0.020008,0.0010564
76.16,-0.012831,0.019869,0.00074122
76.3,-0.012751,0.019731,0.00042604
76.44,-0.012671,0.019592,0.00011086
76.58,-0.012592,0.019453,-0.00020432
76.72,-0.012512,0.019315,-0.0005195
76.86,-0.012432,0.019176,-0.0008347
77,-0.012353,0.019037,-0.0011499
77.14,-0.012434,0.019471,-0.00096939
77.28,-0.012516,0.019904,-0.0007889
77.42,-0.012597,0.020338,-0.00060841
77.56,-0.012678,0.020771,-0.00042792
77.7,-0.01276,0.021205,-0.00024743
77.84,-0.012841,0.021638,-6.6944e-05
77.98,-0.012923,0.022071,0.00011355
78.12,-0.013004,0.022301,0.00010616
78.26,-0.013086,0.022496,6.7446e-05
78.4,-0.013167,0.022692,2.8736e-05
78.54,-0.013248,0.022887,-9.9729e-06
78.68,-0.01333,0.023083,-4.8682e-05
78.82,-0.013411,0.023278,-8.7392e-05
78.96,-0.013493,0.023473,-0.0001261
79.1,-0.013538,0.023618,-0.000154
79.24,-0.013568,0.023742,-0.00017757
79.38,-0.013599,0.023866,-0.00020113
79.52,-0.013629,0.023991,-0.0002247
79.66,-0.013659,0.024115,-0.00024827
79.8,-0.01369,0.024239,-0.00027184
79.94,-0.01372,0.024363,-0.00029541
80.08,-0.013751,0.024444,1.3936e-05
80.22,-0.013781,0.024493,0.00057296
80.36,-0.013812,0.024542,0.001132
80.5,-0.013842,0.02459,0.001691
80.64,-0.013873,0.024639,0.00225
80.78,-0.013903,0.024687,0.0028091
80.92,-0.013934,0.024736,0.0033681
81.06,-0.013871,0.024722,0.003642
81.2,-0.013683,0.024626,0.0035357
81.34,-0.013496,0.02453,0.0034294
81.48,-0.013308,0.024433,0.0033232
81.62,-0.01312,0.024337,0.0032169
81.76,-0.012933,0.024241,0.0031106
81.9,-0.012745,0.024144,0.0030043
82.04,-0.012558,0.023876,0.00284
82.18,-0.01237,0.023177,0.0025305
82.32,-0.012183,0.022478,0.002221
82.46,-0.011995,0.021779,0.0019115
82.6,-0.011808,0.02108,0.001602
82.74,-0.01162,0.020381,0.0012925
82.88,-0.011432,0.019682,0.00098296
83.02,-0.011271,0.019072,0.00073319
83.16,-0.01127,0.018999,0.00084167
83.3,-0.011269,0.018927,0.00095015
83.44,-0.011267,0.018854,0.0010586
83.58,-0.011266,0.018781,0.0011671
83.72,-0.011265,0.018708,0.0012756
83.86,-0.011263,0.018635,0.0013841
84,-0.011262,0.018562,0.0014926
84.14,-0.01126,0.01849,0.001601
84.28,-0.011259,0.018417,0.0017095
84.42,-0.011258,0.018344,0.001818
84.56,-0.011256,0.018271,0.0019265
84.7,-0.011255,0.018198,0.002035
84.84,-0.011253,0.018125,0.0021434
84.98,-0.011252,0.018052,0.0022519
85.12,-0.011251,0.01798,0.0023604
85.26,-0.011249,0.017907,0.0024689
85.4,-0.011248,0.017834,0.0025774
85.54,-0.011246,0.017761,0.0026858
85.68,-0.011245,0.017688,0.0027943
85.82,-0.011244,0.017615,0.0029028
85.96,-0.011242,0.017543,0.0030113
86.1,-0.011241,0.017567,0.0027679
86.24,-0.01124,0.017631,0.0023837
86.38,-0.011238,0.017695,0.0019995
86.52,-0.011237,0.017759,0.0016153
86.66,-0.011235,0.017823,0.0012312
86.8,-0.011234,0.017887,0.00084701
86.94,-0.011233,0.017951,0.00046284
87.08,-0.011231,0.018014,7.8665e-05
87.22,-0.01123,0.018078,-0.00030551
