z,coarse,medium,fine  
12.18,239.23,356.23,381.52
12.32,240.57,357.65,382.81
12.46,241.9,359.04,383.69
12.6,243.23,360.21,384.49
12.74,244.56,361.29,385.23
12.88,245.87,362.35,385.93
13.02,247.2,363.4,386.64
13.16,248.67,364.28,387.38
13.3,250.13,365.14,388.09
13.44,251.58,366.02,388.75
13.58,253.01,366.99,389.47
13.72,254.45,368.01,390.23
13.86,255.87,369.04,391.41
14,257.29,370.07,392.68
14.14,258.86,371.23,394.36
14.28,260.43,372.38,395.98
14.42,261.99,373.54,397.45
14.56,263.54,374.71,398.7
14.7,265.08,375.89,399.65
14.84,266.61,377.07,400.36
14.98,268.14,378.25,400.95
15.12,269.93,379.53,401.52
15.26,271.75,380.83,402.09
15.4,273.56,382.13,402.79
15.54,275.36,383.42,403.57
15.68,277.14,384.73,404.57
15.82,278.92,386.03,405.77
15.96,280.68,387.34,407.19
16.1,282.68,388.64,408.68
16.24,284.76,389.92,410.21
16.38,286.82,391.22,411.53
16.52,288.87,392.53,412.81
16.66,290.91,394.03,413.8
16.8,292.93,395.52,414.73
16.94,294.94,397.01,415.52
17.08,297.04,398.62,416.38
17.22,299.21,400.34,417.26
17.36,301.36,402.04,418.46
17.5,303.49,403.73,419.75
17.64,305.61,405.46,421.54
17.78,307.72,407.17,423.44
17.92,309.81,408.88,425.66
18.06,311.89,410.56,428.03
18.2,313.96,412.24,430.55
18.34,316.02,413.91,433.15
18.48,318.07,415.57,435.79
18.62,320.09,417.24,438.47
18.76,322.12,418.89,441.15
18.9,324.13,420.55,443.8
19.04,326.13,422.17,446.41
19.18,328.15,423.75,448.89
19.32,330.15,425.3,451.18
19.46,332.14,426.86,453.29
19.6,334.13,428.38,455.05
19.74,336.1,429.88,456.66
19.88,338.05,431.39,457.94
20.02,340.01,432.87,459.18
20.16,342.01,434.3,460.35
20.3,343.99,435.72,461.53
20.44,345.98,437.14,462.77
20.58,347.94,438.51,464.07
20.72,349.89,439.84,465.41
20.86,351.82,441.17,466.81
21,353.75,442.49,468.22
21.14,355.57,443.79,469.71
21.28,357.38,445.1,471.22
21.42,359.18,446.39,472.84
21.56,360.97,447.64,474.5
21.7,362.75,448.84,476.21
21.84,364.53,450.04,477.9
21.98,366.29,451.24,479.57
22.12,367.89,452.31,481.06
22.26,369.43,453.33,482.49
22.4,370.99,454.36,483.65
22.54,372.53,455.32,484.72
22.68,374.07,456.12,485.6
22.82,375.61,456.92,486.39
22.96,377.13,457.72,487.09
23.1,378.51,458.4,487.7
23.24,379.82,459.03,488.27
23.38,381.12,459.65,488.8
23.52,382.41,460.29,489.35
23.66,383.71,460.96,490
23.8,384.99,461.62,490.7
23.94,386.28,462.28,491.52
24.08,387.47,463.03,492.44
24.22,388.59,463.85,493.46
24.36,389.71,464.68,494.55
24.5,390.82,465.5,495.67
24.64,391.93,466.34,496.58
24.78,393.04,467.16,497.45
24.92,394.14,468,498.15
25.06,395.2,468.76,498.82
25.2,396.19,469.46,499.43
25.34,397.18,470.14,499.92
25.48,398.16,470.83,500.33
25.62,399.14,471.37,500.54
25.76,400.12,471.89,500.71
25.9,401.1,472.41,500.72
26.04,402.04,472.91,500.69
26.18,402.91,473.31,500.56
26.32,403.79,473.72,500.39
26.46,404.66,474.12,500.18
26.6,405.52,474.49,499.9
26.74,406.4,474.84,499.6
26.88,407.26,475.18,499.16
27.02,408.12,475.52,498.7
27.16,408.93,475.83,498.15
27.3,409.73,476.12,497.57
27.44,410.54,476.42,496.97
27.58,411.34,476.68,496.38
27.72,412.15,476.91,495.79
27.86,412.95,477.14,495.24
28,413.75,477.37,494.68
28.14,414.51,477.46,493.99
28.28,415.26,477.56,493.25
28.42,416.02,477.65,492.36
28.56,416.76,477.72,491.43
28.7,417.52,477.76,490.44
28.84,418.26,477.8,489.44
28.98,419.01,477.83,488.43
29.12,419.65,477.9,487.35
29.26,420.29,477.97,486.26
29.4,420.9,478.06,485.14
29.54,421.53,478.13,484.04
29.68,422.16,478.19,482.93
29.82,422.78,478.26,481.85
29.96,423.4,478.32,480.79
30.1,423.92,478.29,479.82
30.24,424.39,478.22,478.88
30.38,424.86,478.13,478.04
30.52,425.34,478.04,477.21
30.66,425.81,477.85,476.48
30.8,426.27,477.67,475.77
30.94,426.74,477.48,475.1
31.08,427.12,477.25,474.42
31.22,427.43,477,473.73
31.36,427.75,476.74,473.02
31.5,428.07,476.49,472.32
31.64,428.38,476.14,471.59
31.78,428.7,475.8,470.84
31.92,429.01,475.47,470.03
32.06,429.23,475.09,469.19
32.2,429.34,474.66,468.28
32.34,429.45,474.22,467.32
32.48,429.56,473.78,466.32
32.62,429.66,473.27,465.27
32.76,429.77,472.74,464.23
32.9,429.88,472.21,463.23
33.04,429.93,471.67,462.22
33.18,429.84,471.08,461.25
33.32,429.74,470.51,460.27
33.46,429.65,469.94,459.29
33.6,429.56,469.34,458.31
33.74,429.46,468.75,457.33
33.88,429.37,468.16,456.33
34.02,429.26,467.57,455.35
34.16,429,466.98,454.39
34.3,428.73,466.39,453.43
34.44,428.46,465.79,452.49
34.58,428.19,465.21,451.53
34.72,427.94,464.63,450.53
34.86,427.67,464.05,449.57
35,427.4,463.47,448.61
35.14,426.99,462.9,447.75
35.28,426.58,462.33,446.9
35.42,426.17,461.76,446.09
35.56,425.76,461.17,445.3
35.7,425.35,460.58,444.51
35.84,424.94,459.98,443.75
35.98,424.52,459.37,442.98
36.12,424,458.72,442.21
36.26,423.46,458.04,441.44
36.4,422.92,457.37,440.74
36.54,422.37,456.66,440.03
36.68,421.83,455.88,439.32
36.82,421.28,455.1,438.58
36.96,420.74,454.32,437.8
37.1,420.14,453.49,437.01
37.24,419.54,452.63,436.21
37.38,418.92,451.76,435.36
37.52,418.31,450.91,434.5
37.66,417.68,450.03,433.58
37.8,417.07,449.15,432.68
37.94,416.45,448.29,431.79
38.08,415.82,447.39,430.89
38.22,415.2,446.5,430.02
38.36,414.57,445.6,429.12
38.5,413.96,444.7,428.19
38.64,413.33,443.81,427.32
38.78,412.7,442.92,426.46
38.92,412.07,442.03,425.65
39.06,411.4,441.15,424.86
39.2,410.69,440.26,424.1
39.34,409.99,439.37,423.4
39.48,409.27,438.49,422.74
39.62,408.56,437.55,422.11
39.76,407.85,436.61,421.5
39.9,407.14,435.66,420.86
40.04,406.41,434.72,420.23
40.18,405.66,433.76,419.57
40.32,404.91,432.82,418.9
40.46,404.15,431.87,418.23
40.6,403.4,430.88,417.54
40.74,402.64,429.9,416.85
40.88,401.88,428.91,416.1
41.02,401.1,427.9,415.34
41.16,400.19,426.8,414.57
41.3,399.27,425.7,413.79
41.44,398.37,424.59,412.96
41.58,397.45,423.47,412.08
41.72,396.53,422.35,411.14
41.86,395.61,421.21,410.11
42,394.7,420.08,409.05
42.14,392.59,418.71,407.81
42.28,390.49,417.35,406.61
42.42,388.36,415.98,405.49
42.56,386.23,413.9,404.08
42.7,384.07,410.86,402.28
42.84,381.92,407.81,396.85
42.98,379.74,404.72,389.29
43.12,378.23,402.6,386.04
43.26,376.83,400.65,383.52
43.4,375.42,398.67,380.99
43.54,374.01,396.69,378.42
43.68,372.59,394.7,375.85
43.82,371.16,392.7,373.26
43.96,369.72,390.69,370.65
44.1,368.28,389.08,368.75
44.24,366.84,387.62,367.15
44.38,365.39,386.16,365.54
44.52,363.94,384.69,363.92
44.66,362.48,383.22,362.3
44.8,361.01,381.75,360.68
44.94,359.54,380.26,359.04
45.08,358.29,378.99,357.76
45.22,357.18,377.84,356.74
45.36,356.09,376.7,355.72
45.5,354.99,375.55,354.71
45.64,353.88,374.41,353.68
45.78,352.77,373.26,352.66
45.92,351.65,372.1,351.64
46.06,350.54,370.99,350.74
46.2,349.41,369.93,350.04
46.34,348.3,368.86,349.33
46.48,347.17,367.8,348.63
46.62,346.03,366.74,347.91
46.76,344.91,365.66,347.19
46.9,343.76,364.6,346.48
47.04,342.67,363.54,345.76
47.18,341.7,362.51,345.04
47.32,340.73,361.47,344.3
47.46,339.76,360.44,343.57
47.6,338.78,359.4,342.83
47.74,337.8,358.36,342.1
47.88,336.82,357.31,341.35
48.02,335.84,356.27,340.6
48.16,334.84,355.27,339.72
48.3,333.86,354.27,338.85
48.44,332.87,353.27,337.98
48.58,331.87,352.25,337.09
48.72,330.86,351.24,336.21
48.86,329.86,350.23,335.34
49,328.86,349.21,334.44
49.14,327.96,348.17,333.53
49.28,327.05,347.12,332.63
49.42,326.14,346.06,331.71
49.56,325.24,345.01,330.79
49.7,324.33,343.95,329.86
49.84,323.42,342.88,328.94
49.98,322.49,341.82,328.01
50.12,321.57,340.73,327.11
50.26,320.66,339.63,326.21
50.4,319.73,338.53,325.3
50.54,318.81,337.43,324.39
50.68,317.87,336.32,323.48
50.82,316.94,335.2,322.58
50.96,316.01,334.08,321.67
51.1,315.12,332.99,320.73
51.24,314.26,331.9,319.8
51.38,313.39,330.8,318.86
51.52,312.52,329.71,317.92
51.66,311.65,328.62,316.97
51.8,310.78,327.51,316.03
51.94,309.9,326.4,315.08
52.08,309.03,325.32,314.07
52.22,308.14,324.27,313
52.36,307.26,323.2,311.94
52.5,306.38,322.15,310.88
52.64,305.49,321.08,309.8
52.78,304.59,320.02,308.73
52.92,303.7,318.94,307.65
53.06,302.82,317.87,306.58
53.2,301.96,316.8,305.51
53.34,301.1,315.72,304.44
53.48,300.23,314.64,303.36
53.62,299.36,313.56,302.28
53.76,298.49,312.47,301.19
53.9,297.62,311.38,300.1
54.04,296.74,310.29,299.06
54.18,295.87,309.2,298.14
54.32,294.98,308.1,297.22
54.46,294.1,307,296.29
54.6,293.21,305.9,295.36
54.74,292.33,304.79,294.42
54.88,291.43,303.68,293.49
55.02,290.54,302.58,292.55
55.16,289.68,301.54,291.64
55.3,288.81,300.49,290.73
55.44,287.93,299.45,289.81
55.58,287.06,298.4,288.89
55.72,286.18,297.34,287.97
55.86,285.3,296.29,287.04
56,284.41,295.22,286.11
56.14,283.53,294.22,285.22
56.28,282.64,293.22,284.33
56.42,281.74,292.21,283.43
56.56,280.85,291.19,282.54
56.7,279.95,290.18,281.64
56.84,279.05,289.16,280.73
56.98,278.15,288.14,279.83
57.12,277.23,287.13,278.87
57.26,276.31,286.12,277.91
57.4,275.38,285.11,276.94
57.54,274.45,284.09,275.97
57.68,273.52,283.07,275
57.82,272.58,282.04,274.02
57.96,271.64,281.02,273.04
58.1,270.7,280.01,272.04
58.24,269.76,279.01,271.03
58.38,268.81,278.01,270.02
58.52,267.86,277,269
58.66,266.9,275.99,267.98
58.8,265.94,274.98,266.96
58.94,264.98,273.96,265.93
59.08,264.02,272.96,264.98
59.22,263.06,271.96,264.09
59.36,262.1,270.96,263.2
59.5,261.14,269.95,262.3
59.64,260.17,268.94,261.4
59.78,259.19,267.93,260.5
59.92,258.22,266.91,259.59
60.06,257.24,265.91,258.71
60.2,256.25,264.92,257.88
60.34,255.26,263.93,257.05
60.48,254.27,262.94,256.21
60.62,253.28,261.94,255.37
60.76,252.28,260.94,254.52
60.9,251.27,259.93,253.67
61.04,250.28,258.95,252.87
61.18,249.32,258,252.17
61.32,248.36,257.06,251.47
61.46,247.39,256.11,250.77
61.6,246.42,255.15,250.06
61.74,245.44,254.2,249.36
61.88,244.46,253.24,248.65
62.02,243.48,252.29,247.96
62.16,242.5,251.39,247.41
62.3,241.51,250.49,246.86
62.44,240.51,249.59,246.31
62.58,239.51,248.69,245.75
62.72,238.51,247.78,245.2
62.86,237.5,246.87,244.64
63,236.49,245.96,244.09
63.14,235.65,245.09,243.56
63.28,234.81,244.23,243.03
63.42,233.96,243.36,242.5
63.56,233.11,242.49,241.96
63.7,232.26,241.61,241.43
63.84,231.41,240.73,240.89
63.98,230.55,239.85,240.36
64.12,229.69,239.03,239.74
64.26,228.82,238.21,239.11
64.4,227.95,237.39,238.48
64.54,227.08,236.57,237.84
64.68,226.21,235.74,237.2
64.82,225.33,234.91,236.57
64.96,224.45,234.08,235.93
65.1,223.69,233.3,235.22
65.24,222.96,232.55,234.48
65.38,222.24,231.79,233.74
65.52,221.52,231.03,233
65.66,220.79,230.27,232.26
65.8,220.06,229.51,231.51
65.94,219.32,228.74,230.76
66.08,218.59,228,230
66.22,217.85,227.29,229.22
66.36,217.11,226.57,228.44
66.5,216.37,225.85,227.66
66.64,215.62,225.13,226.87
66.78,214.87,224.41,226.08
66.92,214.12,223.68,225.3
67.06,213.41,222.96,224.54
67.2,212.75,222.27,223.84
67.34,212.09,221.56,223.14
67.48,211.43,220.86,222.43
67.62,210.76,220.16,221.72
67.76,210.09,219.45,221.01
67.9,209.42,218.74,220.3
68.04,208.75,218.02,219.59
68.18,208.08,217.3,218.89
68.32,207.4,216.57,218.2
68.46,206.72,215.84,217.5
68.6,206.04,215.1,216.79
68.74,205.36,214.36,216.09
68.88,204.67,213.63,215.38
69.02,203.99,212.88,214.66
69.16,203.36,212.15,213.84
69.3,202.72,211.4,213.01
69.44,202.07,210.66,212.19
69.58,201.43,209.92,211.36
69.72,200.79,209.17,210.52
69.86,200.14,208.42,209.69
70,199.49,207.66,208.85
70.14,198.84,206.93,208.02
70.28,198.18,206.19,207.2
70.42,197.53,205.46,206.37
70.56,196.87,204.72,205.53
70.7,196.21,203.97,204.7
70.84,195.55,203.23,203.86
70.98,194.88,202.48,203.01
71.12,194.26,201.73,202.14
71.26,193.64,200.97,201.26
71.4,193.02,200.21,200.38
71.54,192.4,199.46,199.49
71.68,191.78,198.69,198.61
71.82,191.16,197.93,197.71
71.96,190.53,197.16,196.81
72.1,189.9,196.4,195.87
72.24,189.27,195.64,194.92
72.38,188.64,194.88,193.96
72.52,188.01,194.11,193
72.66,187.37,193.34,192.03
72.8,186.73,192.57,191.06
72.94,186.09,191.8,190.08
73.08,185.48,191.04,189.21
73.22,184.9,190.29,188.43
73.36,184.32,189.54,187.64
73.5,183.73,188.79,186.84
73.64,183.15,188.03,186.05
73.78,182.56,187.28,185.25
73.92,181.97,186.51,184.45
74.06,181.38,185.77,183.72
74.2,180.78,185.06,183.09
74.34,180.19,184.34,182.46
74.48,179.59,183.62,181.83
74.62,178.99,182.9,181.2
74.76,178.39,182.17,180.56
74.9,177.78,181.45,179.92
75.04,177.18,180.73,179.31
75.18,176.6,180.06,178.79
75.32,176.01,179.39,178.26
75.46,175.43,178.72,177.74
75.6,174.84,178.04,177.21
75.74,174.25,177.37,176.68
75.88,173.65,176.69,176.15
76.02,173.06,176.01,175.62
76.16,172.46,175.4,175.09
76.3,171.86,174.78,174.56
76.44,171.26,174.16,174.03
76.58,170.65,173.54,173.5
76.72,170.05,172.92,172.96
76.86,169.44,172.29,172.43
77,168.83,171.66,171.89
77.14,168.26,171.07,171.31
77.28,167.7,170.48,170.73
77.42,167.13,169.88,170.15
77.56,166.55,169.28,169.57
77.7,165.98,168.68,168.99
77.84,165.41,168.08,168.4
77.98,164.83,167.48,167.81
78.12,164.25,166.92,167.25
78.26,163.67,166.37,166.68
78.4,163.08,165.82,166.12
78.54,162.5,165.26,165.55
78.68,161.91,164.71,164.98
78.82,161.32,164.15,164.41
78.96,160.73,163.59,163.84
79.1,160.1,163.06,163.28
79.24,159.45,162.53,162.71
79.38,158.8,162.01,162.15
79.52,158.16,161.48,161.59
79.66,157.51,160.95,161.02
79.8,156.85,160.42,160.46
79.94,156.19,159.88,159.89
80.08,155.53,159.34,159.34
80.22,154.87,158.77,158.8
80.36,154.2,158.21,158.26
80.5,153.54,157.64,157.72
80.64,152.86,157.07,157.18
80.78,152.19,156.5,156.64
80.92,151.51,155.93,156.09
81.06,150.64,155.32,155.51
81.2,149.51,154.68,154.89
81.34,148.37,154.04,154.27
81.48,147.22,153.4,153.65
81.62,146.07,152.75,153.02
81.76,144.9,152.1,152.39
81.9,143.73,151.45,151.76
82.04,142.54,150.59,150.92
82.18,141.35,149.21,149.57
82.32,140.14,147.83,148.21
82.46,138.93,146.43,146.84
82.6,137.7,145.02,145.45
82.74,136.47,143.59,144.05
82.88,135.22,142.15,142.64
83.02,134.08,140.82,141.33
83.16,133.64,140.22,140.77
83.3,133.2,139.61,140.21
83.44,132.76,139.01,139.65
83.58,132.32,138.4,139.08
83.72,131.87,137.79,138.52
83.86,131.43,137.18,137.95
84,130.98,136.56,137.38
84.14,130.53,135.94,136.8
84.28,130.08,135.32,136.22
84.42,129.63,134.7,135.64
84.56,129.18,134.07,135.06
84.7,128.72,133.44,134.48
84.84,128.27,132.8,133.89
84.98,127.81,132.17,133.3
85.12,127.35,131.53,132.71
85.26,126.89,130.89,132.11
85.4,126.42,130.24,131.52
85.54,125.96,129.59,130.92
85.68,125.5,128.94,130.32
85.82,125.02,128.28,129.71
85.96,124.56,127.62,129.1
86.1,124.08,127.12,128.64
86.24,123.61,126.68,128.24
86.38,123.13,126.24,127.84
86.52,122.66,125.8,127.44
86.66,122.18,125.35,127.04
86.8,121.7,124.9,126.63
86.94,121.21,124.45,126.23
87.08,120.73,124.01,125.82
87.22,120.25,123.56,125.41
87.36,119.76,123.1,125
87.5,119.26,122.65,124.59
87.64,118.77,122.19,124.18
87.78,118.28,121.73,123.77
87.92,117.78,121.27,123.35
88.06,117.28,120.81,122.93
88.2,116.78,120.35,122.52
88.34,116.28,119.88,122.09
88.48,115.77,119.42,121.68
88.62,115.26,118.95,121.25
88.76,114.76,118.48,120.83
88.9,114.25,118,120.4
89.04,113.78,117.57,120
89.18,113.47,117.23,119.65
89.32,113.15,116.88,119.31
89.46,112.83,116.53,118.96
89.6,112.5,116.19,118.61
89.74,112.18,115.84,118.26
89.88,111.86,115.49,117.91
90.02,111.53,115.14,117.56
90.16,111.21,114.79,117.2
90.3,110.88,114.44,116.85
90.44,110.56,114.09,116.5
90.58,110.23,113.73,116.14
90.72,109.9,113.38,115.78
90.86,109.57,113.02,115.43
91,109.24,112.66,115.07
91.14,108.91,112.3,114.71
91.28,108.57,111.95,114.35
91.42,108.24,111.58,113.98
91.56,107.91,111.22,113.62
91.7,107.57,110.86,113.25
91.84,107.23,110.49,112.88
91.98,106.89,110.13,112.52
92.12,106.56,109.81,112.21
92.26,106.22,109.5,111.89
92.4,105.87,109.19,111.58
92.54,105.53,108.88,111.27
92.68,105.19,108.56,110.96
92.82,104.84,108.25,110.65
92.96,104.49,107.93,110.34
93.1,104.15,107.62,110.03
93.24,103.8,107.29,109.71
93.38,103.45,106.98,109.4
93.52,103.1,106.66,109.08
93.66,102.75,106.34,108.77
93.8,102.4,106.01,108.44
93.94,102.04,105.69,108.12
94.08,101.69,105.37,107.81
94.22,101.33,105.05,107.48
94.36,100.97,104.72,107.16
94.5,100.61,104.39,106.84
94.64,100.25,104.07,106.52
94.78,99.89,103.74,106.19
94.92,99.526,103.41,105.87
95.06,99.209,103.1,105.57
95.2,98.953,102.81,105.31
95.34,98.695,102.52,105.06
95.48,98.437,102.23,104.8
95.62,98.179,101.93,104.54
95.76,97.92,101.64,104.28
95.9,97.66,101.35,104.02
96.04,97.399,101.05,103.76
96.18,97.138,100.76,103.5
96.32,96.876,100.46,103.24
96.46,96.614,100.16,102.98
96.6,96.35,99.864,102.72
96.74,96.086,99.566,102.45
96.88,95.821,99.266,102.19
97.02,95.556,98.965,101.92
97.16,95.29,98.663,101.66
97.3,95.023,98.361,101.39
97.44,94.754,98.057,101.12
97.58,94.486,97.753,100.86
97.72,94.217,97.447,100.59
97.86,93.947,97.141,100.32
98,93.676,96.833,100.05
98.14,93.404,96.559,99.845
98.28,93.132,96.283,99.638
98.42,92.858,96.007,99.431
98.56,92.585,95.73,99.224
98.7,92.31,95.452,99.016
98.84,92.034,95.174,98.808
98.98,91.757,94.894,98.599
99.12,91.48,94.614,98.39
99.26,91.202,94.333,98.18
99.4,90.923,94.051,97.97
99.54,90.643,93.768,97.76
99.68,90.362,93.484,97.549
99.82,90.081,93.2,97.338
99.96,89.798,92.914,97.126
100.1,89.515,92.628,96.914
100.24,89.23,92.341,96.701
100.38,88.945,92.053,96.488
100.52,88.659,91.764,96.274
100.66,88.372,91.474,96.06
100.8,88.084,91.183,95.845
100.94,87.795,90.892,95.63
101.08,87.547,90.622,95.429
101.22,87.33,90.368,95.237
101.36,87.112,90.114,95.044
101.5,86.894,89.859,94.851
101.64,86.675,89.604,94.658
101.78,86.456,89.347,94.465
101.92,86.236,89.09,94.271
102.06,86.016,88.832,94.077
102.2,85.795,88.574,93.882
102.34,85.573,88.314,93.687
102.48,85.351,88.054,93.491
102.62,85.128,87.793,93.295
102.76,84.905,87.532,93.099
102.9,84.681,87.269,92.902
103.04,84.456,87.006,92.705
103.18,84.232,86.742,92.508
103.32,84.006,86.477,92.31
103.46,83.779,86.211,92.111
103.6,83.553,85.945,91.912
103.74,83.325,85.677,91.713
103.88,83.097,85.41,91.513
104.02,82.869,85.147,91.316
104.16,82.639,84.924,91.137
104.3,82.409,84.701,90.957
104.44,82.178,84.477,90.776
104.58,81.947,84.252,90.596
104.72,81.715,84.027,90.415
104.86,81.483,83.801,90.233
105,81.249,83.575,90.052
105.14,81.015,83.347,89.869
105.28,80.781,83.119,89.687
105.42,80.545,82.891,89.504
105.56,80.309,82.662,89.321
105.7,80.072,82.432,89.137
105.84,79.835,82.202,88.953
105.98,79.596,81.971,88.769
106.12,79.358,81.74,88.584
106.26,79.118,81.508,88.399
106.4,78.878,81.275,88.213
106.54,78.637,81.041,88.027
106.68,78.395,80.807,87.841
106.82,78.152,80.572,87.654
106.96,77.909,80.336,87.467
107.1,77.717,80.119,87.304
107.24,77.545,79.909,87.15
107.38,77.372,79.698,86.997
107.52,77.199,79.486,86.843
107.66,77.025,79.274,86.689
107.8,76.852,79.061,86.534
107.94,76.677,78.847,86.379
108.08,76.503,78.633,86.224
108.22,76.328,78.419,86.068
108.36,76.152,78.204,85.912
108.5,75.977,77.988,85.756
108.64,75.8,77.771,85.6
108.78,75.624,77.554,85.443
108.92,75.447,77.338,85.286
109.06,75.27,77.119,85.129
109.2,75.092,76.901,84.972
109.34,74.913,76.681,84.814
109.48,74.735,76.461,84.656
109.62,74.556,76.24,84.497
109.76,74.376,76.019,84.339
109.9,74.196,75.797,84.18
110.04,74.016,75.582,84.034
110.18,73.835,75.385,83.921
110.32,73.653,75.187,83.809
110.46,73.472,74.989,83.696
110.6,73.29,74.79,83.583
110.74,73.107,74.59,83.47
110.88,72.924,74.391,83.357
111.02,72.74,74.19,83.244
111.16,72.556,73.989,83.131
111.3,72.372,73.788,83.017
111.44,72.187,73.586,82.903
111.58,72.001,73.383,82.789
111.72,71.815,73.18,82.675
111.86,71.629,72.976,82.561
112,71.442,72.772,82.446
112.14,71.254,72.567,82.332
112.28,71.067,72.362,82.217
112.42,70.878,72.155,82.102
112.56,70.689,71.949,81.987
112.7,70.5,71.742,81.872
112.84,70.31,71.534,81.757
112.98,70.12,71.325,81.641
113.12,69.974,71.155,81.541
113.26,69.835,70.992,81.443
113.4,69.696,70.827,81.345
113.54,69.556,70.663,81.247
113.68,69.416,70.498,81.148
113.82,69.276,70.332,81.049
113.96,69.136,70.167,80.951
114.1,68.996,70.001,80.852
114.24,68.855,69.834,80.753
114.38,68.713,69.667,80.654
114.52,68.572,69.5,80.555
114.66,68.43,69.332,80.456
114.8,68.288,69.164,80.357
114.94,68.146,68.995,80.257
115.08,68.004,68.826,80.157
115.22,67.86,68.656,80.058
115.36,67.717,68.486,79.958
115.5,67.574,68.316,79.858
115.64,67.43,68.146,79.758
115.78,67.286,67.975,79.658
115.92,67.142,67.803,79.558
116.06,66.997,67.642,79.45
116.2,66.851,67.497,79.333
116.34,66.706,67.35,79.216
116.48,66.56,67.203,79.099
116.62,66.415,67.056,78.981
116.76,66.268,66.908,78.863
116.9,66.122,66.761,78.746
117.04,65.974,66.612,78.628
117.18,65.827,66.464,78.509
117.32,65.68,66.315,78.391
117.46,65.532,66.166,78.273
117.6,65.383,66.017,78.154
117.74,65.235,65.867,78.035
117.88,65.085,65.717,77.916
118.02,64.936,65.567,77.797
118.16,64.787,65.416,77.677
118.3,64.637,65.265,77.558
118.44,64.486,65.113,77.438
118.58,64.336,64.962,77.318
118.72,64.184,64.809,77.198
118.86,64.033,64.657,77.077
119,63.881,64.503,76.956
119.14,63.766,64.36,76.842
119.28,63.651,64.216,76.727
119.42,63.534,64.071,76.611
119.56,63.418,63.927,76.496
119.7,63.302,63.782,76.381
119.84,63.185,63.636,76.265
119.98,63.069,63.49,76.149
120.12,62.952,63.344,76.033
120.26,62.835,63.197,75.916
120.4,62.718,63.051,75.8
120.54,62.6,62.904,75.684
120.68,62.483,62.757,75.567
120.82,62.364,62.608,75.449
120.96,62.246,62.46,75.333
121.1,62.128,62.312,75.215
121.24,62.009,62.163,75.097
121.38,61.89,62.014,74.98
121.52,61.771,61.864,74.862
121.66,61.652,61.714,74.744
121.8,61.532,61.564,74.625
121.94,61.413,61.413,74.507
122.08,61.293,61.272,74.373
122.22,61.172,61.138,74.229
122.36,61.052,61.004,74.084
122.5,60.931,60.87,73.939
122.64,60.81,60.735,73.794
