z,coarse,medium,fine
17.08,0.34976,0.31453,0.34117
17.22,0.35219,0.31669,0.34342
17.36,0.35463,0.31881,0.34553
17.5,0.35703,0.32094,0.34761
17.64,0.35942,0.32308,0.34963
17.78,0.3618,0.32522,0.35168
17.92,0.36416,0.32735,0.35386
18.06,0.36651,0.32939,0.35612
18.2,0.36885,0.33135,0.35847
18.34,0.37117,0.33329,0.36085
18.48,0.37348,0.33522,0.36321
18.62,0.37578,0.33706,0.3655
18.76,0.37806,0.3389,0.36776
18.9,0.38033,0.34072,0.36992
19.04,0.38257,0.34253,0.37201
19.18,0.38473,0.34437,0.37395
19.32,0.38688,0.34618,0.37574
19.46,0.38902,0.34799,0.37736
19.6,0.39115,0.34977,0.37883
19.74,0.39327,0.35153,0.38024
19.88,0.39537,0.35327,0.38173
20.02,0.39749,0.35502,0.38325
20.16,0.39977,0.35675,0.38489
20.3,0.40204,0.35847,0.38651
20.44,0.40429,0.36017,0.38812
20.58,0.40653,0.36194,0.38965
20.72,0.40877,0.36374,0.39114
20.86,0.41099,0.36554,0.39245
21,0.41318,0.36733,0.39373
21.14,0.41536,0.3692,0.39472
21.28,0.4175,0.37105,0.39566
21.42,0.41964,0.37289,0.39641
21.56,0.42178,0.37482,0.39711
21.7,0.4239,0.37686,0.39778
21.84,0.426,0.37887,0.3985
21.98,0.4281,0.38088,0.39922
22.12,0.43033,0.383,0.40021
22.26,0.43257,0.38515,0.40127
22.4,0.4348,0.38727,0.40278
22.54,0.43701,0.38941,0.40443
22.68,0.43922,0.39162,0.40644
22.82,0.44141,0.39381,0.40864
22.96,0.44359,0.39599,0.41106
23.1,0.446,0.39816,0.41376
23.24,0.4485,0.4003,0.41657
23.38,0.45099,0.40243,0.41955
23.52,0.45346,0.40452,0.42245
23.66,0.45593,0.40636,0.42495
23.8,0.45837,0.40819,0.42724
23.94,0.4608,0.41001,0.42916
24.08,0.4631,0.4117,0.43105
24.22,0.46528,0.4133,0.43287
24.36,0.46747,0.4149,0.43482
24.5,0.46964,0.41649,0.43678
24.64,0.47179,0.41817,0.43888
24.78,0.47394,0.41986,0.44094
24.92,0.47608,0.42153,0.44288
25.06,0.47817,0.42326,0.44476
25.2,0.48022,0.42506,0.44659
25.34,0.48226,0.42685,0.44841
25.48,0.48427,0.42864,0.45022
25.62,0.48629,0.43051,0.45181
25.76,0.4883,0.43239,0.45334
25.9,0.4903,0.43426,0.45455
26.04,0.49239,0.43607,0.45568
26.18,0.49475,0.43779,0.4566
26.32,0.49709,0.43949,0.45748
26.46,0.49942,0.44118,0.45833
26.6,0.50175,0.44275,0.45933
26.74,0.50405,0.44427,0.46036
26.88,0.50636,0.44579,0.46155
27.02,0.50865,0.44728,0.46273
27.16,0.51095,0.44861,0.46385
27.3,0.51324,0.44993,0.46488
27.44,0.51552,0.45125,0.46576
27.58,0.51779,0.45247,0.46654
27.72,0.52005,0.45361,0.46727
27.86,0.5223,0.45474,0.46805
28,0.52455,0.45587,0.46885
28.14,0.52642,0.45687,0.46996
28.28,0.52829,0.45786,0.47108
28.42,0.53015,0.45886,0.47233
28.56,0.53201,0.45987,0.47355
28.7,0.53386,0.46091,0.47472
28.84,0.53571,0.46194,0.4758
28.98,0.53754,0.46297,0.47683
29.12,0.53896,0.46402,0.47772
29.26,0.54031,0.46506,0.47859
29.4,0.54165,0.4661,0.47942
29.54,0.54298,0.46707,0.48026
29.68,0.54433,0.46784,0.48112
29.82,0.54566,0.46859,0.48201
29.96,0.54698,0.46936,0.4829
30.1,0.54823,0.47016,0.48377
30.24,0.54945,0.47099,0.48462
30.38,0.55066,0.47181,0.4854
30.52,0.55188,0.47261,0.48615
30.66,0.55308,0.47332,0.48684
30.8,0.55429,0.47403,0.48756
30.94,0.55549,0.47472,0.48831
31.08,0.55679,0.47549,0.48921
31.22,0.55817,0.4763,0.49022
31.36,0.55954,0.4771,0.49118
31.5,0.5609,0.4779,0.49213
31.64,0.56227,0.47854,0.49306
31.78,0.56363,0.47917,0.49397
31.92,0.56499,0.47979,0.49477
32.06,0.5664,0.48033,0.49551
32.2,0.56791,0.48075,0.49617
32.34,0.5694,0.48118,0.49669
32.48,0.57089,0.48159,0.49713
32.62,0.57239,0.48212,0.49758
32.76,0.57387,0.48267,0.49803
32.9,0.57535,0.48322,0.49856
33.04,0.57683,0.48376,0.49904
33.18,0.57828,0.48423,0.49942
33.32,0.57973,0.48471,0.4998
33.46,0.58118,0.48518,0.50018
33.6,0.58262,0.48575,0.50046
33.74,0.58406,0.48635,0.5007
33.88,0.5855,0.48696,0.50097
34.02,0.58687,0.48757,0.50124
34.16,0.58786,0.48825,0.50144
34.3,0.58885,0.48894,0.50163
34.44,0.58984,0.48961,0.50183
34.58,0.59082,0.49035,0.50206
34.72,0.59181,0.49111,0.5023
34.86,0.59279,0.49188,0.50247
35,0.59378,0.49265,0.50262
35.14,0.59482,0.49342,0.50249
35.28,0.59586,0.49418,0.50235
35.42,0.59689,0.49494,0.5022
35.56,0.59793,0.49567,0.50216
35.7,0.59897,0.49638,0.50226
35.84,0.6,0.49707,0.50228
35.98,0.60103,0.49778,0.50225
36.12,0.60183,0.49835,0.50245
36.26,0.60259,0.4989,0.5027
36.4,0.60335,0.49946,0.50319
36.54,0.60411,0.49997,0.50363
36.68,0.60486,0.50036,0.50395
36.82,0.60562,0.50076,0.50439
36.96,0.60638,0.50116,0.50494
37.1,0.60713,0.50178,0.50549
37.24,0.60788,0.50248,0.50604
37.38,0.60863,0.5032,0.50675
37.52,0.60938,0.5039,0.50747
37.66,0.61012,0.50459,0.50814
37.8,0.61087,0.50528,0.50887
37.94,0.61161,0.50596,0.50967
38.08,0.61259,0.50663,0.51058
38.22,0.61375,0.50727,0.51157
38.36,0.61491,0.5079,0.51236
38.5,0.61606,0.50854,0.5131
38.64,0.6172,0.50932,0.51404
38.78,0.61835,0.51011,0.51492
38.92,0.6195,0.51089,0.51553
39.06,0.62056,0.51163,0.51591
39.2,0.62152,0.51234,0.516
39.34,0.62249,0.51303,0.51587
39.48,0.62344,0.51373,0.5156
39.62,0.6244,0.51438,0.51541
39.76,0.62535,0.51502,0.51526
39.9,0.62631,0.51565,0.51516
40.04,0.62734,0.51631,0.51493
40.18,0.62857,0.517,0.51433
40.32,0.62979,0.51769,0.51411
40.46,0.63102,0.51837,0.51427
40.6,0.63225,0.51892,0.51443
40.74,0.63347,0.5194,0.51462
40.88,0.63469,0.51989,0.51517
41.02,0.63577,0.52037,0.51576
41.16,0.636,0.52078,0.51639
41.3,0.63625,0.52119,0.51718
41.44,0.63648,0.52159,0.5183
41.58,0.63673,0.52269,0.51897
41.72,0.63696,0.52428,0.51931
41.86,0.6372,0.52586,0.51916
42,0.63744,0.52745,0.5189
42.14,0.63511,0.52886,0.51908
42.28,0.63277,0.53026,0.51935
42.42,0.63042,0.53167,0.51998
42.56,0.62807,0.53148,0.52127
42.7,0.6257,0.52917,0.52339
42.84,0.62333,0.52686,0.5214
42.98,0.62094,0.52453,0.51708
43.12,0.62001,0.52257,0.5153
43.26,0.61931,0.52067,0.51392
43.4,0.61861,0.51877,0.51254
43.54,0.61792,0.51687,0.51117
43.68,0.61722,0.51495,0.50978
43.82,0.61652,0.51302,0.5084
43.96,0.61582,0.51109,0.50701
44.1,0.61512,0.51021,0.50684
44.24,0.61442,0.50974,0.50718
44.38,0.61372,0.50927,0.5075
44.52,0.61302,0.5088,0.50783
44.66,0.61232,0.50834,0.50815
44.8,0.6116,0.50788,0.50848
44.94,0.6109,0.50741,0.5088
45.08,0.61118,0.50756,0.50958
45.22,0.61218,0.50817,0.51069
45.36,0.61318,0.50879,0.51178
45.5,0.61418,0.5094,0.51288
45.64,0.61518,0.51002,0.51398
45.78,0.61618,0.51064,0.51508
45.92,0.61717,0.51124,0.51618
46.06,0.61817,0.51194,0.51713
46.2,0.61916,0.51272,0.51787
46.34,0.62015,0.51351,0.51862
46.48,0.62114,0.51429,0.51936
46.62,0.62213,0.51507,0.52012
46.76,0.62311,0.51585,0.52086
46.9,0.6241,0.51663,0.5216
47.04,0.62512,0.51733,0.52235
47.18,0.62625,0.51782,0.52312
47.32,0.62738,0.51832,0.52388
47.46,0.6285,0.51882,0.52464
47.6,0.62962,0.51931,0.5254
47.74,0.63074,0.51981,0.52617
47.88,0.63185,0.5203,0.52693
48.02,0.63297,0.52084,0.52771
48.16,0.63408,0.52167,0.52872
48.3,0.63519,0.5225,0.52972
48.44,0.6363,0.52334,0.53072
48.58,0.63741,0.52417,0.53171
48.72,0.63851,0.525,0.53272
48.86,0.63962,0.52582,0.53371
49,0.64072,0.52665,0.53471
49.14,0.64144,0.52752,0.53488
49.28,0.64218,0.52839,0.53506
49.42,0.64291,0.52926,0.53523
49.56,0.64363,0.53014,0.53541
49.7,0.64436,0.53101,0.53558
49.84,0.64508,0.53187,0.53576
49.98,0.64581,0.53274,0.53594
50.12,0.64654,0.53293,0.536
50.26,0.64726,0.533,0.53605
50.4,0.64798,0.53307,0.53609
50.54,0.6487,0.53314,0.53613
50.68,0.64942,0.53322,0.53617
50.82,0.65015,0.53328,0.53622
50.96,0.65086,0.53336,0.53626
51.1,0.65177,0.53355,0.537
51.24,0.65276,0.5338,0.53801
51.38,0.65375,0.53404,0.53902
51.52,0.65474,0.53429,0.54003
51.66,0.65573,0.53454,0.54104
51.8,0.65671,0.53478,0.54204
51.94,0.65769,0.53502,0.54304
52.08,0.65867,0.53557,0.54399
52.22,0.65965,0.53633,0.54492
52.36,0.66063,0.53708,0.54584
52.5,0.6616,0.53784,0.54676
52.64,0.66258,0.5386,0.54768
52.78,0.66355,0.53935,0.5486
52.92,0.66452,0.54011,0.54952
53.06,0.66526,0.54086,0.54998
53.2,0.66567,0.5416,0.54985
53.34,0.66609,0.54235,0.54972
53.48,0.6665,0.54308,0.54959
53.62,0.66691,0.54382,0.54945
53.76,0.66732,0.54455,0.54933
53.9,0.66773,0.5453,0.5492
54.04,0.66815,0.546,0.54909
54.18,0.66856,0.54663,0.54906
54.32,0.66897,0.54726,0.54903
54.46,0.66938,0.54788,0.54899
54.6,0.66979,0.54851,0.54896
54.74,0.6702,0.54913,0.54893
54.88,0.67061,0.54975,0.54889
55.02,0.67097,0.55035,0.54884
55.16,0.67101,0.55077,0.54866
55.3,0.67105,0.55119,0.54849
55.44,0.6711,0.55162,0.54831
55.58,0.67114,0.55203,0.54813
55.72,0.67119,0.55246,0.54796
55.86,0.67122,0.55287,0.54779
56,0.67127,0.5533,0.5476
56.14,0.67131,0.55371,0.54721
56.28,0.67136,0.5541,0.54682
56.42,0.67139,0.55451,0.54642
56.56,0.67144,0.55491,0.54603
56.7,0.67148,0.55531,0.54564
56.84,0.67153,0.55571,0.54525
56.98,0.67157,0.55611,0.54486
57.12,0.6717,0.55646,0.54507
57.26,0.67185,0.5568,0.54538
57.4,0.67199,0.55714,0.54569
57.54,0.67214,0.55749,0.546
57.68,0.67228,0.55783,0.54631
57.82,0.67243,0.55817,0.54663
57.96,0.67258,0.55851,0.54695
58.1,0.67272,0.55895,0.54755
58.24,0.67287,0.55942,0.54826
58.38,0.67301,0.55989,0.54898
58.52,0.67316,0.56037,0.5497
58.66,0.67331,0.56084,0.55041
58.8,0.67345,0.56131,0.55113
58.94,0.67359,0.56179,0.55184
59.08,0.67358,0.56209,0.55225
59.22,0.67345,0.56225,0.55244
59.36,0.67331,0.56242,0.55262
59.5,0.67318,0.56259,0.55281
59.64,0.67305,0.56276,0.55299
59.78,0.67291,0.56293,0.55317
59.92,0.67279,0.5631,0.55336
60.06,0.67265,0.56318,0.55325
60.2,0.67252,0.56315,0.55276
60.34,0.67238,0.56313,0.55225
60.48,0.67225,0.5631,0.55175
60.62,0.67212,0.56308,0.55125
60.76,0.67198,0.56305,0.55075
60.9,0.67185,0.56303,0.55025
61.04,0.67185,0.56304,0.54995
61.18,0.6722,0.56313,0.55017
61.32,0.67254,0.56324,0.55039
61.46,0.67288,0.56334,0.55061
61.6,0.67322,0.56344,0.55083
61.74,0.67357,0.56354,0.55104
61.88,0.67391,0.56365,0.55126
62.02,0.67425,0.56376,0.55148
62.16,0.67459,0.56396,0.55175
62.3,0.67494,0.56415,0.55202
62.44,0.67528,0.56435,0.55229
62.58,0.67562,0.56455,0.55256
62.72,0.67596,0.56475,0.55283
62.86,0.6763,0.56494,0.55309
63,0.67664,0.56515,0.55336
63.14,0.67696,0.56538,0.55263
63.28,0.67727,0.56562,0.5519
63.42,0.67759,0.56587,0.55116
63.56,0.67791,0.56611,0.55043
63.7,0.67823,0.56636,0.54969
63.84,0.67854,0.5666,0.54895
63.98,0.67886,0.56684,0.54822
64.12,0.67918,0.56697,0.54801
64.26,0.67949,0.56707,0.54789
64.4,0.67981,0.56718,0.54776
64.54,0.68012,0.56729,0.54763
64.68,0.68044,0.5674,0.54751
64.82,0.68076,0.5675,0.54738
64.96,0.68107,0.56761,0.54726
65.1,0.68089,0.56743,0.54768
65.24,0.68051,0.56715,0.54831
65.38,0.68013,0.56687,0.54894
65.52,0.67975,0.56659,0.54956
65.66,0.67937,0.5663,0.55019
65.8,0.67899,0.56602,0.55082
65.94,0.67861,0.56574,0.55144
66.08,0.67823,0.56535,0.55181
66.22,0.67785,0.56488,0.55198
66.36,0.67747,0.56442,0.55214
66.5,0.67709,0.56395,0.5523
66.64,0.67671,0.56349,0.55248
66.78,0.67632,0.56303,0.55264
66.92,0.67594,0.56256,0.5528
67.06,0.67575,0.56238,0.55297
67.2,0.67583,0.56258,0.55315
67.34,0.6759,0.56279,0.55332
67.48,0.67597,0.56299,0.55349
67.62,0.67604,0.5632,0.55366
67.76,0.67611,0.56339,0.55383
67.9,0.67619,0.5636,0.554
68.04,0.67625,0.56371,0.55414
68.18,0.67633,0.56359,0.55418
68.32,0.6764,0.56347,0.55423
68.46,0.67648,0.56335,0.55427
68.6,0.67654,0.56323,0.55432
68.74,0.67662,0.56311,0.55436
68.88,0.67669,0.56298,0.55441
69.02,0.67679,0.56285,0.55441
69.16,0.67705,0.56264,0.55413
69.3,0.6773,0.56242,0.55385
69.44,0.67755,0.5622,0.55357
69.58,0.67781,0.56199,0.55329
69.72,0.67806,0.56177,0.55301
69.86,0.67831,0.56156,0.55273
70,0.67856,0.56134,0.55245
70.14,0.67882,0.56152,0.55224
70.28,0.67907,0.56171,0.55203
70.42,0.67932,0.56189,0.55182
70.56,0.67958,0.56208,0.55162
70.7,0.67983,0.56225,0.55141
70.84,0.68008,0.56244,0.5512
70.98,0.68034,0.56263,0.551
71.12,0.68008,0.56278,0.55073
71.26,0.67974,0.56293,0.55045
71.4,0.6794,0.56307,0.55016
71.54,0.67905,0.56322,0.54989
71.68,0.67871,0.56337,0.54961
71.82,0.67837,0.56352,0.54933
71.96,0.67803,0.56367,0.54904
72.1,0.67768,0.5637,0.54892
72.24,0.67734,0.56368,0.54885
72.38,0.67699,0.56368,0.54879
72.52,0.67665,0.56366,0.54872
72.66,0.67631,0.56364,0.54865
72.8,0.67596,0.56363,0.54859
72.94,0.67562,0.56361,0.54853
73.08,0.67554,0.56363,0.5487
73.22,0.67566,0.56367,0.54906
73.36,0.67577,0.56369,0.54942
73.5,0.67588,0.56373,0.54978
73.64,0.676,0.56376,0.55015
73.78,0.67612,0.5638,0.5505
73.92,0.67624,0.56384,0.55086
74.06,0.67635,0.56397,0.55102
74.2,0.67647,0.56423,0.55088
74.34,0.67659,0.5645,0.55074
74.48,0.67671,0.56477,0.55062
74.62,0.67682,0.56503,0.55048
74.76,0.67693,0.5653,0.55035
74.9,0.67705,0.56556,0.55021
75.04,0.6771,0.56584,0.55007
75.18,0.67695,0.56613,0.5499
75.32,0.6768,0.56642,0.54973
75.46,0.67665,0.56671,0.54955
75.6,0.67651,0.567,0.54939
75.74,0.67636,0.56729,0.54922
75.88,0.67621,0.56758,0.54904
76.02,0.67606,0.56786,0.54892
76.16,0.67591,0.56804,0.54905
76.3,0.67576,0.56823,0.54918
76.44,0.67561,0.56841,0.54932
76.58,0.67546,0.56859,0.54945
76.72,0.67531,0.56877,0.54958
76.86,0.67517,0.56896,0.54971
77,0.67502,0.56914,0.54985
77.14,0.67515,0.56944,0.54974
77.28,0.67529,0.56974,0.54963
77.42,0.67542,0.57004,0.54952
77.56,0.67555,0.57033,0.54941
77.7,0.67568,0.57063,0.5493
77.84,0.67581,0.57094,0.54919
77.98,0.67594,0.57124,0.54909
78.12,0.67608,0.57166,0.54886
78.26,0.67621,0.57211,0.54863
78.4,0.67634,0.57256,0.54839
78.54,0.67647,0.57301,0.54815
78.68,0.6766,0.57345,0.54791
78.82,0.67673,0.5739,0.54768
78.96,0.67687,0.57434,0.54743
79.1,0.6758,0.57458,0.54742
79.24,0.67426,0.57473,0.5475
79.38,0.67272,0.57487,0.54759
79.52,0.67117,0.57502,0.54767
79.66,0.66962,0.57516,0.54775
79.8,0.66806,0.57531,0.54783
79.94,0.66651,0.57546,0.54791
80.08,0.66494,0.57568,0.54813
80.22,0.66338,0.57596,0.54844
80.36,0.66181,0.57624,0.54874
80.5,0.66023,0.57652,0.54905
80.64,0.65865,0.5768,0.54936
80.78,0.65707,0.57708,0.54967
80.92,0.65548,0.57736,0.54998
81.06,0.65286,0.57669,0.54904
81.2,0.64882,0.57475,0.5464
81.34,0.64476,0.57281,0.54375
81.48,0.64066,0.57086,0.54109
81.62,0.63655,0.56889,0.53841
81.76,0.63241,0.56693,0.53572
81.9,0.62824,0.56496,0.53303
82.04,0.62404,0.56205,0.52952
82.18,0.61982,0.55679,0.52398
82.32,0.61556,0.55148,0.51838
82.46,0.61128,0.54611,0.51272
82.6,0.60697,0.5407,0.507
82.74,0.60262,0.53523,0.50121
82.88,0.59825,0.5297,0.49536
83.02,0.59443,0.52486,0.49032
83.16,0.59418,0.52445,0.49059
83.3,0.59393,0.52405,0.49087
83.44,0.59367,0.52365,0.49115
83.58,0.59342,0.52325,0.49143
83.72,0.59317,0.52284,0.4917
83.86,0.59292,0.52244,0.49198
84,0.59266,0.52203,0.49225
84.14,0.5924,0.52163,0.49252
84.28,0.59215,0.52122,0.4928
84.42,0.5919,0.52082,0.49307
84.56,0.59164,0.52041,0.49335
84.7,0.59139,0.52001,0.49362
84.84,0.59113,0.5196,0.49389
84.98,0.59088,0.51919,0.49417
85.12,0.59063,0.51879,0.49445
85.26,0.59037,0.51838,0.49472
85.4,0.59012,0.51797,0.49499
85.54,0.58986,0.51756,0.49527
85.68,0.58961,0.51716,0.49554
85.82,0.58936,0.51675,0.49581
85.96,0.5891,0.51633,0.49608
86.1,0.58885,0.51712,0.49761
86.24,0.58859,0.51837,0.49965
86.38,0.58834,0.51963,0.50167
86.52,0.58808,0.52088,0.50368
86.66,0.58783,0.52213,0.50569
86.8,0.58757,0.52337,0.50768
86.94,0.58731,0.52461,0.50967
87.08,0.58705,0.52586,0.51165
87.22,0.5868,0.5271,0.51362
87.36,0.58654,0.52833,0.51559
87.5,0.58628,0.52956,0.51755
87.64,0.58603,0.53078,0.5195
87.78,0.58577,0.53201,0.52144
87.92,0.58552,0.53324,0.52338
88.06,0.58526,0.53445,0.52531
88.2,0.585,0.53567,0.52723
88.34,0.58475,0.53688,0.52915
88.48,0.58449,0.53809,0.53106
88.62,0.58423,0.5393,0.53295
88.76,0.58398,0.54051,0.53486
88.9,0.58372,0.54171,0.53674
89.04,0.58372,0.54289,0.53839
89.18,0.58439,0.544,0.53943
89.32,0.58505,0.54511,0.54047
89.46,0.5857,0.54623,0.54152
89.6,0.58636,0.54734,0.54256
89.74,0.58703,0.54844,0.5436
89.88,0.58768,0.54955,0.54463
90.02,0.58834,0.55065,0.54566
90.16,0.58899,0.55176,0.5467
90.3,0.58964,0.55286,0.54773
90.44,0.59031,0.55395,0.54876
90.58,0.59096,0.55505,0.54978
90.72,0.59161,0.55614,0.55081
90.86,0.59226,0.55723,0.55183
91,0.59292,0.55832,0.55286
91.14,0.59357,0.5594,0.55388
91.28,0.59421,0.56049,0.55489
91.42,0.59486,0.56157,0.5559
91.56,0.59552,0.56265,0.55692
91.7,0.59616,0.56373,0.55793
91.84,0.59681,0.5648,0.55895
91.98,0.59745,0.56588,0.55995
92.12,0.59811,0.56657,0.56056
92.26,0.59875,0.5672,0.5611
92.4,0.59939,0.56784,0.56164
92.54,0.60003,0.56846,0.56218
92.68,0.60067,0.5691,0.56272
92.82,0.60132,0.56973,0.56326
92.96,0.60196,0.57035,0.5638
93.1,0.6026,0.57098,0.56433
93.24,0.60324,0.57161,0.56487
93.38,0.60389,0.57223,0.56541
93.52,0.60452,0.57286,0.56594
93.66,0.60516,0.57349,0.56648
93.8,0.6058,0.57412,0.56702
93.94,0.60644,0.57473,0.56755
94.08,0.60707,0.57536,0.56808
94.22,0.60771,0.57599,0.56861
94.36,0.60834,0.5766,0.56915
94.5,0.60898,0.57723,0.56968
94.64,0.60961,0.57785,0.57021
94.78,0.61025,0.57846,0.57075
94.92,0.61088,0.57909,0.57128
95.06,0.61133,0.57947,0.57192
95.2,0.61156,0.57953,0.5727
95.34,0.61178,0.57959,0.57349
95.48,0.612,0.57965,0.57427
95.62,0.61223,0.5797,0.57506
95.76,0.61245,0.57976,0.57584
95.9,0.61267,0.57982,0.57662
96.04,0.61289,0.57988,0.5774
96.18,0.61311,0.57994,0.57818
96.32,0.61334,0.58,0.57896
96.46,0.61356,0.58006,0.57972
96.6,0.61378,0.58012,0.5805
96.74,0.614,0.58018,0.58127
96.88,0.61422,0.58023,0.58205
97.02,0.61444,0.58029,0.58282
97.16,0.61466,0.58035,0.58359
97.3,0.61488,0.58041,0.58436
97.44,0.61511,0.58047,0.58513
97.58,0.61533,0.58053,0.5859
97.72,0.61555,0.58059,0.58667
97.86,0.61577,0.58065,0.58744
98,0.61599,0.58072,0.5882
98.14,0.61621,0.58107,0.58825
98.28,0.61643,0.58143,0.5883
98.42,0.61665,0.58179,0.58835
98.56,0.61687,0.58215,0.58841
98.7,0.61709,0.58251,0.58846
98.84,0.61732,0.58287,0.58852
98.98,0.61754,0.58323,0.58857
99.12,0.61775,0.58359,0.58862
99.26,0.61797,0.58395,0.58867
99.4,0.61819,0.5843,0.58873
99.54,0.61842,0.58466,0.58878
99.68,0.61864,0.58502,0.58883
99.82,0.61885,0.58538,0.58888
99.96,0.61907,0.58574,0.58893
100.1,0.61929,0.5861,0.58899
100.24,0.61952,0.58646,0.58904
100.38,0.61973,0.58681,0.58909
100.52,0.61995,0.58716,0.58914
100.66,0.62017,0.58752,0.58919
100.8,0.62039,0.58788,0.58925
100.94,0.62061,0.58823,0.5893
101.08,0.62081,0.58858,0.58921
101.22,0.62101,0.58891,0.58902
101.36,0.62119,0.58925,0.58882
101.5,0.62139,0.58958,0.58863
101.64,0.62158,0.58992,0.58842
101.78,0.62176,0.59025,0.58823
101.92,0.62196,0.59058,0.58803
102.06,0.62215,0.59091,0.58784
102.2,0.62233,0.59125,0.58764
102.34,0.62253,0.59158,0.58744
102.48,0.62272,0.59191,0.58725
102.62,0.6229,0.59225,0.58704
102.76,0.6231,0.59258,0.58685
102.9,0.62329,0.59292,0.58665
103.04,0.62347,0.59325,0.58646
103.18,0.62367,0.59357,0.58626
