,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
22,-15.3,519.55,281.1725,0.1444,0.1204,0.3028,0.1731,-3.2915,-0.002
23,-15.26,531.54,290.1207,0.1455,0.1229,0.3017,0.17,-3.1818,-0.0026
24,-15.23,543.54,298.8026,0.1466,0.1253,0.3006,0.1669,-2.9937,-0.0031
25,-15.2,555.53,307.2377,0.1477,0.1278,0.2995,0.1638,-2.7366,-0.0036
26,-15.17,567.53,315.4489,0.1488,0.1301,0.2984,0.1608,-2.4018,-0.0042
27,-15.14,579.52,323.4502,0.1498,0.1325,0.2973,0.1577,-1.9973,-0.0047
28,-15.1,591.52,331.2552,0.1509,0.1348,0.2962,0.1546,-1.5207,-0.0053
29,-15.07,603.52,338.8953,0.1519,0.137,0.2951,0.1516,-0.9645,-0.0058
30,-15.04,615.42,345.9046,0.1532,0.1394,0.294,0.1486,-0.4163,-0.0063
31,-15.01,627.1,351.838,0.1548,0.1423,0.293,0.1458,0.0465,-0.0067
32,-14.98,638.79,357.6591,0.1565,0.1451,0.292,0.1431,0.5654,-0.0072
33,-14.94,650.48,363.4006,0.1581,0.1478,0.291,0.1404,1.1536,-0.0076
34,-14.91,662.16,369.0393,0.1597,0.1505,0.29,0.1376,1.8017,-0.008
35,-14.88,673.85,374.6065,0.1613,0.1531,0.289,0.1349,2.5112,-0.0085
36,-14.85,685.53,380.0789,0.1629,0.1557,0.288,0.1322,3.2936,-0.0089
37,-14.82,697.22,385.4867,0.1644,0.1583,0.2871,0.1294,4.1319,-0.0093
38,-14.78,708.91,390.8069,0.166,0.1608,0.2861,0.1267,5.04,-0.0098
39,-14.75,720.59,396.0682,0.1675,0.1633,0.2851,0.124,6.0073,-0.0102
40,-14.72,732.28,401.2481,0.169,0.1657,0.2841,0.1212,7.0444,-0.0106
41,-14.69,743.97,406.3742,0.1705,0.1681,0.2831,0.1185,8.1371,-0.0111
42,-14.66,755.65,411.4244,0.172,0.1705,0.2821,0.1158,9.2958,-0.0115
43,-14.62,767.34,416.4253,0.1735,0.1728,0.2811,0.113,10.5239,-0.012
44,-14.59,779.03,421.355,0.175,0.1751,0.2801,0.1103,11.8092,-0.0124
45,-14.56,790.71,426.2394,0.1764,0.1774,0.2791,0.1076,13.1673,-0.0128
46,-14.53,799.01,428.2756,0.1776,0.179,0.2769,0.1066,14.0685,-0.0131
47,-14.5,805.14,428.5207,0.1786,0.1801,0.2739,0.1067,14.6655,-0.0133
48,-14.46,811.27,428.754,0.1796,0.1813,0.271,0.1069,15.2477,-0.0135
49,-14.43,817.4,428.9988,0.1806,0.1824,0.268,0.107,15.8364,-0.0136
50,-14.4,823.53,429.2435,0.1816,0.1836,0.265,0.1071,16.4152,-0.0138
51,-14.37,829.66,429.4881,0.1825,0.1847,0.2621,0.1073,17.0007,-0.014
52,-14.34,835.79,429.7208,0.1835,0.1858,0.2591,0.1074,17.5762,-0.0142
53,-14.3,841.92,429.9651,0.1845,0.1869,0.2561,0.1075,18.1683,-0.0144
54,-14.27,848.05,430.2093,0.1854,0.188,0.2532,0.1077,18.7405,-0.0145
55,-14.24,854.18,430.4532,0.1864,0.1892,0.2502,0.1078,19.3194,-0.0147
56,-14.21,860.31,430.6855,0.1873,0.1903,0.2472,0.1079,19.8881,-0.0149
57,-14.18,866.44,430.9292,0.1883,0.1913,0.2442,0.1081,20.4638,-0.0151
58,-14.14,872.56,431.1728,0.1892,0.1924,0.2413,0.1082,21.0303,-0.0153
59,-14.11,878.69,431.4047,0.1902,0.1935,0.2383,0.1083,21.6127,-0.0155
60,-14.08,884.82,431.648,0.1911,0.1946,0.2353,0.1085,22.1747,-0.0156
61,-14.05,890.95,431.8912,0.192,0.1957,0.2324,0.1086,22.7439,-0.0158
62,-14.02,894.59,431.3467,0.1941,0.1963,0.2302,0.1097,23.2124,-0.016
63,-13.98,897.97,430.7087,0.1963,0.197,0.2281,0.1109,23.671,-0.0162
64,-13.95,901.35,430.0814,0.1984,0.1976,0.226,0.112,24.1218,-0.0164
65,-13.92,904.73,429.4531,0.2005,0.1983,0.224,0.1132,24.5646,-0.0166
66,-13.89,908.1,428.824,0.2026,0.1989,0.2219,0.1144,24.9915,-0.0168
67,-13.86,911.48,428.1822,0.2047,0.1996,0.2198,0.1156,25.4185,-0.017
68,-13.82,914.86,427.5512,0.2068,0.2002,0.2178,0.1167,25.8375,-0.0171
69,-13.79,918.24,426.9192,0.2088,0.2008,0.2157,0.1179,26.2487,-0.0173
70,-13.76,921.62,426.2863,0.2108,0.2014,0.2136,0.1191,26.6519,-0.0175
71,-13.73,925.0,425.6407,0.2128,0.2021,0.2115,0.1202,27.038,-0.0177
72,-13.7,928.37,425.0059,0.2148,0.2027,0.2094,0.1214,27.4266,-0.0179
73,-13.66,931.75,424.3701,0.2167,0.2033,0.2074,0.1226,27.8061,-0.0181
74,-13.63,935.13,423.7216,0.2187,0.204,0.2053,0.1238,28.1777,-0.0183
75,-13.6,938.51,423.0839,0.2206,0.2046,0.2032,0.1249,28.5413,-0.0185
76,-13.57,941.89,422.4453,0.2225,0.2052,0.2011,0.1261,28.8877,-0.0187
77,-13.54,945.22,421.936,0.2248,0.2058,0.199,0.1273,29.2851,-0.0189
78,-13.5,948.38,421.9834,0.2283,0.2066,0.1967,0.1288,29.8687,-0.0191
79,-13.47,951.53,422.019,0.2318,0.2075,0.1944,0.1303,30.4347,-0.0194
80,-13.44,954.69,422.0663,0.2352,0.2082,0.1921,0.1318,30.9996,-0.0197
81,-13.41,957.84,422.1019,0.2386,0.209,0.1897,0.1332,31.5566,-0.02
82,-13.38,960.99,422.1374,0.242,0.2098,0.1874,0.1347,32.0946,-0.0202
83,-13.34,964.15,422.1848,0.2453,0.2106,0.1851,0.1362,32.6317,-0.0205
84,-13.31,967.3,422.2203,0.2485,0.2114,0.1828,0.1376,33.1608,-0.0208
85,-13.28,970.46,422.2677,0.2517,0.2122,0.1805,0.1391,33.6696,-0.021
86,-13.25,973.61,422.3032,0.2549,0.213,0.1781,0.1406,34.1802,-0.0213
87,-13.22,976.77,422.3506,0.258,0.2137,0.1758,0.1421,34.6703,-0.0216
88,-13.18,979.92,422.3861,0.2611,0.2145,0.1735,0.1435,35.1623,-0.0218
89,-13.15,983.08,422.4216,0.2642,0.2153,0.1712,0.145,35.6436,-0.0221
90,-13.12,986.23,422.4689,0.2672,0.2161,0.1688,0.1465,36.1072,-0.0224
91,-13.09,989.38,422.5044,0.2702,0.2168,0.1665,0.148,36.5713,-0.0227
92,-13.06,992.54,422.5518,0.2731,0.2176,0.1642,0.1494,37.0247,-0.0229
93,-13.02,995.17,422.7056,0.276,0.218,0.1622,0.1506,37.4176,-0.0231
94,-12.99,997.28,422.9775,0.2788,0.2182,0.1604,0.1516,37.7723,-0.0231
95,-12.96,999.39,423.2375,0.2816,0.2184,0.1587,0.1525,38.123,-0.0231
96,-12.93,1001.5,423.5091,0.2844,0.2185,0.1569,0.1534,38.4598,-0.0231
97,-12.9,1003.6,423.7806,0.2871,0.2187,0.1552,0.1544,38.8043,-0.0231
98,-12.86,1005.7,424.0519,0.2898,0.2189,0.1534,0.1553,39.1448,-0.0231
99,-12.83,1007.8,424.3112,0.2924,0.219,0.1517,0.1562,39.4713,-0.0231
100,-12.8,1010.0,424.5821,0.2951,0.2192,0.1499,0.1572,39.7983,-0.0231
101,-12.77,1012.1,424.8529,0.2977,0.2193,0.1482,0.1581,40.127,-0.0231
102,-12.74,1014.2,425.1235,0.3003,0.2195,0.1464,0.159,40.4416,-0.0231
103,-12.7,1016.3,425.3822,0.3029,0.2197,0.1447,0.16,40.7625,-0.0231
104,-12.67,1018.4,425.6524,0.3055,0.2198,0.1429,0.1609,41.0794,-0.0232
105,-12.64,1020.5,425.9225,0.308,0.22,0.1412,0.1618,41.3823,-0.0232
106,-12.61,1022.6,426.1924,0.3105,0.2201,0.1394,0.1628,41.6914,-0.0232
107,-12.58,1024.7,426.4505,0.313,0.2203,0.1377,0.1637,42.0066,-0.0232
108,-12.54,1026.8,426.72,0.3155,0.2205,0.1359,0.1646,42.2976,-0.0232
109,-12.51,1028.0,427.1417,0.3174,0.2202,0.1347,0.165,42.4308,-0.0229
110,-12.48,1028.9,427.5979,0.3191,0.2198,0.1336,0.1651,42.5475,-0.0225
111,-12.45,1029.7,428.0537,0.3208,0.2194,0.1325,0.1653,42.67,-0.0222
112,-12.42,1030.6,428.5207,0.3225,0.219,0.1314,0.1655,42.7757,-0.0218
113,-12.38,1031.5,428.9755,0.3241,0.2186,0.1303,0.1657,42.8914,-0.0214
114,-12.35,1032.4,429.4299,0.3258,0.2182,0.1292,0.1658,42.9965,-0.0211
115,-12.32,1033.3,429.8837,0.3275,0.2177,0.1281,0.166,43.0912,-0.0207
116,-12.29,1034.2,430.3487,0.3291,0.2173,0.127,0.1662,43.206,-0.0204
117,-12.26,1035.1,430.8016,0.3308,0.2169,0.126,0.1664,43.3101,-0.02
118,-12.22,1035.9,431.254,0.3324,0.2165,0.1249,0.1666,43.4305,-0.0196
119,-12.19,1036.8,431.7059,0.334,0.2161,0.1238,0.1667,43.5443,-0.0193
120,-12.16,1037.7,432.1574,0.3357,0.2157,0.1227,0.1669,43.6475,-0.0189
121,-12.13,1038.6,432.6199,0.3373,0.2153,0.1216,0.1671,43.7503,-0.0186
122,-12.1,1039.5,433.0704,0.3389,0.2149,0.1205,0.1673,43.8532,-0.0182
123,-12.06,1040.4,433.5205,0.3405,0.2145,0.1194,0.1674,43.9554,-0.0178
124,-12.03,1041.2,433.9816,0.342,0.2141,0.1184,0.1676,44.0561,-0.0175
125,-12.0,1041.1,434.4882,0.3429,0.2138,0.1179,0.1672,44.136,-0.0169
126,-11.97,1041.0,434.9943,0.3439,0.2135,0.1174,0.1669,44.2059,-0.0164
127,-11.94,1041.0,435.4997,0.3448,0.2132,0.1169,0.1666,44.2794,-0.0158
128,-11.9,1040.9,436.0046,0.3457,0.2129,0.1164,0.1663,44.3491,-0.0153
129,-11.87,1040.9,436.5089,0.3466,0.2126,0.1159,0.166,44.4122,-0.0147
130,-11.84,1040.8,437.024,0.3475,0.2123,0.1154,0.1656,44.4819,-0.0141
131,-11.81,1040.7,437.5271,0.3484,0.212,0.1149,0.1653,44.5719,-0.0136
132,-11.78,1040.7,438.0297,0.3494,0.2117,0.1144,0.165,44.6249,-0.013
133,-11.74,1040.6,438.5316,0.3503,0.2114,0.1139,0.1647,44.7044,-0.0125
134,-11.71,1040.6,439.033,0.3512,0.211,0.1135,0.1644,44.7574,-0.0119
135,-11.68,1040.5,439.5452,0.3521,0.2107,0.113,0.164,44.8368,-0.0114
136,-11.65,1040.4,440.0455,0.353,0.2104,0.1125,0.1637,44.9165,-0.0108
137,-11.62,1040.4,440.5451,0.3539,0.2101,0.112,0.1634,44.9794,-0.0103
138,-11.58,1040.3,441.0442,0.3548,0.2098,0.1115,0.1631,45.0487,-0.0097
139,-11.55,1040.3,441.5427,0.3557,0.2095,0.111,0.1627,45.1116,-0.0092
140,-11.52,1039.8,441.8937,0.3564,0.2094,0.1107,0.1623,45.1805,-0.0086
141,-11.49,1038.7,442.0068,0.3568,0.2095,0.1105,0.1617,45.2534,-0.008
142,-11.46,1037.7,442.1312,0.3573,0.2096,0.1104,0.161,45.3188,-0.0075
143,-11.42,1036.6,442.2443,0.3578,0.2097,0.1102,0.1604,45.3786,-0.0069
144,-11.39,1035.5,442.3573,0.3582,0.2098,0.1101,0.1598,45.4475,-0.0063
145,-11.36,1034.5,442.4703,0.3587,0.2099,0.11,0.1592,45.4886,-0.0057
146,-11.33,1033.4,442.5946,0.3592,0.2101,0.1098,0.1585,45.5548,-0.0051
147,-11.3,1032.3,442.7076,0.3596,0.2102,0.1097,0.1579,45.6295,-0.0045
148,-11.26,1031.3,442.8205,0.3601,0.2103,0.1095,0.1573,45.6668,-0.004
149,-11.23,1030.2,442.9334,0.3605,0.2104,0.1094,0.1567,45.7289,-0.0034
150,-11.2,1029.2,443.0576,0.361,0.2105,0.1092,0.156,45.7636,-0.0028
151,-11.17,1028.1,443.1704,0.3614,0.2106,0.1091,0.1554,45.833,-0.0022
152,-11.14,1027.0,443.2832,0.3619,0.2107,0.109,0.1548,45.8909,-0.0016
153,-11.1,1026.0,443.396,0.3623,0.2108,0.1088,0.1542,45.9218,-0.001
154,-11.07,1024.9,443.52,0.3628,0.2109,0.1087,0.1535,45.9771,-0.0005
155,-11.04,1023.8,443.6327,0.3632,0.211,0.1086,0.1529,46.0207,0.0001
156,-11.01,1022.8,443.768,0.3635,0.2115,0.1085,0.1523,46.2171,0.0006
157,-10.98,1021.7,443.9144,0.3637,0.2122,0.1085,0.1517,46.4872,0.0011
158,-10.94,1020.7,444.0608,0.3638,0.2128,0.1085,0.1512,46.7408,0.0015
159,-10.91,1019.7,444.2072,0.364,0.2135,0.1085,0.1506,47.0034,0.002
160,-10.88,1018.6,444.3535,0.3642,0.2141,0.1084,0.15,47.2596,0.0024
161,-10.85,1017.6,444.511,0.3643,0.2148,0.1084,0.1494,47.5097,0.0029
162,-10.82,1016.5,444.6572,0.3645,0.2154,0.1084,0.1489,47.7836,0.0033
163,-10.78,1015.5,444.8033,0.3647,0.2161,0.1084,0.1483,48.0214,0.0038
164,-10.75,1014.5,444.9494,0.3648,0.2167,0.1084,0.1477,48.2781,0.0042
165,-10.72,1013.4,445.0955,0.365,0.2173,0.1084,0.1472,48.5382,0.0047
166,-10.69,1012.4,445.2415,0.3652,0.218,0.1084,0.1466,48.7724,0.0051
167,-10.66,1011.3,445.3875,0.3653,0.2186,0.1084,0.146,49.0402,0.0056
168,-10.62,1010.3,445.5334,0.3655,0.2192,0.1084,0.1454,49.2821,0.0061
169,-10.59,1009.3,445.6793,0.3657,0.2199,0.1084,0.1448,49.5229,0.0065
170,-10.56,1008.2,445.8251,0.3658,0.2205,0.1083,0.1443,49.7769,0.007
171,-10.53,1007.2,445.9821,0.366,0.2211,0.1083,0.1437,50.0153,0.0074
172,-10.5,1006.5,446.1726,0.3661,0.222,0.1082,0.1433,50.4285,0.0077
173,-10.46,1005.9,446.3631,0.3662,0.2229,0.1081,0.1429,50.8168,0.0079
174,-10.43,1005.3,446.5535,0.3663,0.2238,0.108,0.1425,51.2146,0.0082
175,-10.4,1004.6,446.7438,0.3664,0.2247,0.1079,0.1421,51.6362,0.0084
176,-10.37,1004.0,446.934,0.3665,0.2256,0.1078,0.1417,52.023,0.0087
177,-10.34,1003.3,447.1353,0.3666,0.2265,0.1077,0.1414,52.4335,0.009
178,-10.3,1002.7,447.3254,0.3668,0.2274,0.1076,0.141,52.8294,0.0092
179,-10.27,1002.1,447.5154,0.3669,0.2283,0.1075,0.1406,53.2248,0.0095
180,-10.24,1001.4,447.7053,0.367,0.2292,0.1074,0.1402,53.6338,0.0097
181,-10.21,1000.8,447.8951,0.3671,0.2301,0.1073,0.1398,54.0282,0.01
182,-10.18,1000.1,448.096,0.3672,0.231,0.1072,0.1394,54.4261,0.0102
183,-10.14,999.5,448.2856,0.3673,0.2318,0.1071,0.139,54.8195,0.0105
184,-10.11,998.86,448.4752,0.3674,0.2327,0.107,0.1386,55.228,0.0107
185,-10.08,998.22,448.6647,0.3675,0.2336,0.1069,0.1382,55.616,0.011
186,-10.05,997.58,448.8541,0.3676,0.2345,0.1068,0.1378,56.0135,0.0113
187,-10.02,996.97,449.0212,0.3677,0.2354,0.1067,0.1374,56.4064,0.0115
188,-9.98,996.42,449.1102,0.3677,0.2363,0.1065,0.1371,56.7809,0.0116
189,-9.95,995.87,449.1993,0.3677,0.2373,0.1063,0.1368,57.1749,0.0117
190,-9.92,995.33,449.2883,0.3678,0.2382,0.1061,0.1364,57.5472,0.0119
191,-9.89,994.78,449.3773,0.3678,0.2392,0.1059,0.1361,57.9205,0.012
192,-9.86,994.24,449.4664,0.3678,0.2401,0.1058,0.1358,58.302,0.0121
193,-9.82,993.69,449.5553,0.3678,0.2411,0.1056,0.1354,58.6746,0.0123
194,-9.79,993.15,449.6443,0.3678,0.242,0.1054,0.1351,59.0554,0.0124
195,-9.76,992.6,449.7333,0.3678,0.243,0.1052,0.1348,59.4273,0.0125
196,-9.73,992.06,449.8222,0.3679,0.2439,0.105,0.1344,59.8074,0.0127
197,-9.7,991.51,449.9111,0.3679,0.2448,0.1048,0.1341,60.1885,0.0128
198,-9.66,990.97,450.0,0.3679,0.2458,0.1047,0.1338,60.5579,0.0129
199,-9.63,990.42,450.0889,0.3679,0.2467,0.1045,0.1334,60.9383,0.013
200,-9.6,989.87,450.1777,0.3679,0.2476,0.1043,0.1331,61.3083,0.0132
201,-9.57,989.33,450.2666,0.3679,0.2485,0.1041,0.1328,61.6865,0.0133
202,-9.54,988.78,450.3554,0.368,0.2495,0.1039,0.1324,62.0559,0.0134
203,-9.5,988.33,450.4109,0.3679,0.2503,0.1037,0.1321,62.3118,0.0135
204,-9.47,987.95,450.4442,0.3678,0.2511,0.1034,0.1318,62.4784,0.0136
205,-9.44,987.57,450.4775,0.3678,0.2518,0.1032,0.1315,62.6349,0.0136
206,-9.41,987.19,450.5108,0.3677,0.2526,0.1029,0.1312,62.8011,0.0136
207,-9.38,986.81,450.5441,0.3676,0.2534,0.1026,0.1309,62.9571,0.0137
208,-9.34,986.43,450.5885,0.3676,0.2541,0.1024,0.1306,63.1129,0.0137
209,-9.31,986.05,450.6218,0.3675,0.2549,0.1021,0.1304,63.2784,0.0137
210,-9.28,985.67,450.6551,0.3674,0.2556,0.1018,0.1301,63.4338,0.0138
211,-9.25,985.29,450.6884,0.3673,0.2564,0.1016,0.1298,63.5988,0.0138
212,-9.22,984.91,450.7216,0.3673,0.2571,0.1013,0.1295,63.7537,0.0139
213,-9.18,984.53,450.7549,0.3672,0.2579,0.101,0.1292,63.9183,0.0139
214,-9.15,984.15,450.7882,0.3671,0.2586,0.1007,0.1289,64.0727,0.0139
215,-9.12,983.77,450.8215,0.3671,0.2594,0.1005,0.1286,64.2369,0.014
216,-9.09,983.39,450.8547,0.367,0.2601,0.1002,0.1283,64.3909,0.014
217,-9.06,983.01,450.888,0.3669,0.2609,0.0999,0.128,64.5447,0.014
218,-9.02,982.63,450.9213,0.3668,0.2616,0.0997,0.1277,64.7181,0.0141
219,-8.99,982.54,450.8769,0.3666,0.2622,0.0994,0.1275,64.756,0.014
220,-8.96,982.49,450.8215,0.3663,0.2627,0.0992,0.1273,64.7888,0.014
221,-8.93,982.44,450.766,0.366,0.2632,0.099,0.1271,64.8019,0.014
222,-8.9,982.39,450.6995,0.3658,0.2638,0.0988,0.1269,64.8347,0.0139
223,-8.86,982.34,450.644,0.3655,0.2643,0.0985,0.1267,64.8675,0.0139
224,-8.83,982.29,450.5885,0.3652,0.2648,0.0983,0.1265,64.8805,0.0138
225,-8.8,982.25,450.533,0.365,0.2654,0.0981,0.1263,64.912,0.0138
226,-8.77,982.2,450.4664,0.3647,0.2659,0.0978,0.1261,64.9348,0.0137
227,-8.74,982.15,450.4109,0.3644,0.2664,0.0976,0.1259,64.9675,0.0137
228,-8.7,982.1,450.3554,0.3641,0.2669,0.0974,0.1257,64.9904,0.0136
229,-8.67,982.05,450.2999,0.3639,0.2675,0.0972,0.1255,65.0131,0.0136
230,-8.64,982.0,450.2333,0.3636,0.268,0.0969,0.1253,65.0458,0.0136
231,-8.61,981.95,450.1777,0.3633,0.2685,0.0967,0.1251,65.0784,0.0135
232,-8.58,981.9,450.1222,0.363,0.269,0.0965,0.1249,65.0912,0.0135
233,-8.54,981.85,450.0667,0.3628,0.2696,0.0963,0.1247,65.1238,0.0134
234,-8.51,981.83,449.9889,0.3624,0.2701,0.096,0.1246,65.1531,0.0134
235,-8.48,981.95,449.8333,0.3619,0.2705,0.0959,0.1245,65.1967,0.0133
236,-8.45,982.06,449.6665,0.3613,0.271,0.0957,0.1244,65.2516,0.0132
237,-8.42,982.18,449.5108,0.3608,0.2714,0.0955,0.1243,65.2952,0.0131
238,-8.38,982.3,449.3551,0.3602,0.2719,0.0954,0.1242,65.329,0.013
239,-8.35,982.41,449.1882,0.3597,0.2724,0.0952,0.1242,65.384,0.0129
240,-8.32,982.53,449.0323,0.3591,0.2728,0.095,0.1241,65.4277,0.0128
241,-8.29,982.64,448.8764,0.3586,0.2733,0.0949,0.124,65.4726,0.0127
242,-8.26,982.76,448.7093,0.358,0.2737,0.0947,0.1239,65.5164,0.0126
243,-8.22,982.87,448.5532,0.3574,0.2742,0.0945,0.1238,65.5714,0.0125
244,-8.19,982.99,448.3971,0.3569,0.2746,0.0943,0.1238,65.6152,0.0124
245,-8.16,983.1,448.2299,0.3563,0.2751,0.0942,0.1237,65.6602,0.0123
246,-8.13,983.22,448.0737,0.3558,0.2755,0.094,0.1236,65.714,0.0122
247,-8.1,983.33,447.9174,0.3552,0.276,0.0938,0.1235,65.7591,0.0121
248,-8.06,983.45,447.7499,0.3547,0.2764,0.0937,0.1234,65.8029,0.012
249,-8.03,983.57,447.5936,0.3541,0.2769,0.0935,0.1234,65.837,0.0119
250,-8.0,983.69,447.4148,0.3534,0.2773,0.0933,0.1233,65.8613,0.0117
251,-7.97,983.83,447.2248,0.3526,0.2776,0.0932,0.1233,65.8341,0.0116
252,-7.94,983.97,447.0347,0.3518,0.278,0.093,0.1233,65.8167,0.0114
253,-7.9,984.11,446.8445,0.351,0.2784,0.0928,0.1233,65.7894,0.0112
254,-7.87,984.25,446.6542,0.3502,0.2787,0.0927,0.1233,65.7621,0.011
255,-7.84,984.39,446.4639,0.3494,0.2791,0.0925,0.1233,65.7447,0.0108
256,-7.81,984.53,446.2735,0.3486,0.2795,0.0923,0.1233,65.7175,0.0107
257,-7.78,984.67,446.0717,0.3478,0.2798,0.0922,0.1233,65.6802,0.0105
258,-7.74,984.81,445.8812,0.347,0.2802,0.092,0.1233,65.6628,0.0103
259,-7.71,984.95,445.6905,0.3462,0.2806,0.0919,0.1233,65.6355,0.0101
260,-7.68,985.09,445.4997,0.3454,0.2809,0.0917,0.1233,65.6181,0.01
261,-7.65,985.22,445.3089,0.3446,0.2813,0.0915,0.1233,65.5921,0.0098
262,-7.62,985.36,445.118,0.3438,0.2816,0.0914,0.1233,65.5648,0.0096
263,-7.58,985.5,444.927,0.343,0.282,0.0912,0.1233,65.5474,0.0094
264,-7.55,985.64,444.7359,0.3421,0.2824,0.091,0.1233,65.5202,0.0092
265,-7.52,985.78,444.5335,0.3413,0.2827,0.0909,0.1233,65.5028,0.0091
266,-7.49,986.12,444.4097,0.3404,0.2831,0.0907,0.1234,65.4529,0.0088
267,-7.46,986.52,444.2972,0.3395,0.2835,0.0906,0.1236,65.4061,0.0085
268,-7.42,986.92,444.1846,0.3385,0.2838,0.0905,0.1238,65.359,0.0082
269,-7.39,987.32,444.0833,0.3375,0.2842,0.0903,0.124,65.3119,0.0079
270,-7.36,987.73,443.9707,0.3366,0.2845,0.0902,0.1242,65.2634,0.0076
271,-7.33,988.13,443.8581,0.3356,0.2849,0.0901,0.1244,65.206,0.0073
272,-7.3,988.53,443.7454,0.3346,0.2852,0.0899,0.1245,65.1585,0.007
273,-7.26,988.93,443.6327,0.3337,0.2856,0.0898,0.1247,65.1108,0.0067
274,-7.23,989.33,443.5313,0.3327,0.286,0.0897,0.1249,65.0529,0.0064
275,-7.2,989.73,443.4185,0.3318,0.2863,0.0895,0.1251,65.0148,0.0061
276,-7.17,990.13,443.3058,0.3308,0.2867,0.0894,0.1253,64.9666,0.0059
277,-7.14,990.53,443.193,0.3298,0.287,0.0893,0.1255,64.9183,0.0056
278,-7.1,990.93,443.0801,0.3288,0.2874,0.0892,0.1257,64.8598,0.0053
279,-7.07,991.34,442.9786,0.3278,0.2877,0.089,0.1259,64.8099,0.005
280,-7.04,991.74,442.8657,0.3268,0.2881,0.0889,0.126,64.7612,0.0047
281,-7.01,992.15,442.7415,0.3259,0.2884,0.0888,0.1263,64.7111,0.0044
282,-6.98,992.75,442.5381,0.3248,0.2888,0.0887,0.1268,64.6893,0.004
283,-6.94,993.35,442.3234,0.3238,0.2891,0.0886,0.1273,64.6668,0.0036
284,-6.91,993.95,442.1086,0.3227,0.2894,0.0884,0.1279,64.6437,0.0033
285,-6.88,994.55,441.8937,0.3217,0.2898,0.0883,0.1284,64.6199,0.0029
286,-6.85,995.15,441.6786,0.3207,0.2901,0.0882,0.129,64.5955,0.0025
287,-6.82,995.75,441.4635,0.3196,0.2904,0.0881,0.1295,64.5704,0.0022
288,-6.78,996.35,441.2482,0.3186,0.2908,0.088,0.13,64.5446,0.0018
289,-6.75,996.95,441.0329,0.3175,0.2911,0.0879,0.1306,64.5183,0.0014
290,-6.72,997.55,440.8174,0.3164,0.2914,0.0878,0.1311,64.4912,0.0011
291,-6.69,998.15,440.6019,0.3154,0.2918,0.0877,0.1317,64.4636,0.0007
292,-6.66,998.75,440.3862,0.3143,0.2921,0.0876,0.1322,64.4352,0.0003
293,-6.62,999.35,440.1704,0.3133,0.2924,0.0875,0.1327,64.4063,-0.0
294,-6.59,999.95,439.9545,0.3122,0.2927,0.0874,0.1333,64.3767,-0.0004
295,-6.56,1000.6,439.7386,0.3111,0.2931,0.0873,0.1338,64.3397,-0.0008
296,-6.53,1001.2,439.5225,0.31,0.2934,0.0872,0.1344,64.2988,-0.0011
297,-6.5,1001.7,439.2949,0.309,0.2937,0.0871,0.135,64.3106,-0.0015
298,-6.46,1002.3,439.033,0.3079,0.2939,0.087,0.1357,64.3679,-0.0018
